UserId,collaborationType,dominantPlayer,currentTask,NameBlueprintObj,blueprintPosX,blueprintPosY,blueprintPosZ,NameUserPlacedObj,UserPlacedPosX,UserPlacedPosY,UserPlacedPosZ,AbsoluteDistance,RelativeDistanceX,RelativeDistanceY,RelativeDistanceZ,correctObject
12,FacetoFaceIntersect,P1,0,p13,0.162,0.421,-0.133,p13_root,0.1565792,0.4198323,-0.1366826,p13_root,-0.005420849,-0.001167625,-0.003682613,0.00665662,True
12,FacetoFaceIntersect,P1,0,p12,-0.016,0.421,-0.223,p12_root,-0.01384423,0.4249864,-0.2221961,p12_root,0.002155773,0.003986448,0.0008039176,0.004602761,True
12,FacetoFaceIntersect,P1,0,p15,0.162,0.601,-0.133,p15_root,0.1660718,0.6042987,-0.1360071,p15_root,0.004071817,0.003298759,-0.003007099,0.006041866,True
12,FacetoFaceIntersect,P1,0,p02,0,-100,0,p02_root,0,-100,0,p02_root,0,0,0,0,True
12,FacetoFaceIntersect,P1,0,p01,0,-100,0,p01_root,0,-100,0,p01_root,0,0,0,0,True
12,FacetoFaceIntersect,P1,0,p27,0,-100,0,p27_root,0,-100,0,p27_root,0,0,0,0,True
12,FacetoFaceIntersect,P1,0,p08,0,-100,0,p08_root,0,-100,0,p08_root,0,0,0,0,True
12,FacetoFaceIntersect,P1,0,p07,0,-100,0,p07_root,0,-100,0,p07_root,0,0,0,0,True
12,FacetoFaceIntersect,P1,0,p20,0,-100,0,p20_root,0,-100,0,p20_root,0,0,0,0,True
12,FacetoFaceIntersect,P1,0,p06,0,-100,0,p06_root,0,-100,0,p06_root,0,0,0,0,True
12,FacetoFaceIntersect,P1,0,p09,0,-100,0,p09_root,0,-100,0,p09_root,0,0,0,0,True
12,FacetoFaceIntersect,P1,0,p03,0,-100,0,p03_root,0,-100,0,p03_root,0,0,0,0,True
12,FacetoFaceIntersect,P2,1,p04,0.198,0.601,-0.121,p04_root,0.1951444,0.6043818,-0.1166436,p04_root,-0.002855614,0.003381848,0.004356384,0.006210436,True
12,FacetoFaceIntersect,P2,1,p22,0.108,0.421,-0.03100002,p22_root,0.106401,0.4119481,-0.04016179,p22_root,-0.001599014,-0.009051859,-0.00916177,0.0129781,True
12,FacetoFaceIntersect,P2,1,p15,-0.252,0.691,-0.121,p15_root,-0.2541203,0.6948049,-0.122641,p15_root,-0.002120227,0.003804922,-0.001640975,0.004654631,True
12,FacetoFaceIntersect,P2,1,p03,0,-100,0,p03_root,0,-100,0,p03_root,0,0,0,0,True
12,FacetoFaceIntersect,P2,1,p23,0,-100,0,p23_root,0,-100,0,p23_root,0,0,0,0,True
12,FacetoFaceIntersect,P2,1,p05,0,-100,0,p05_root,0,-100,0,p05_root,0,0,0,0,True
12,FacetoFaceIntersect,P2,1,p01,0,-100,0,p01_root,0,-100,0,p01_root,0,0,0,0,True
12,FacetoFaceIntersect,P2,1,p17,0,-100,0,p17_root,0,-100,0,p17_root,0,0,0,0,True
12,FacetoFaceIntersect,P2,1,p19,0,-100,0,p19_root,0,-100,0,p19_root,0,0,0,0,True
12,FacetoFaceIntersect,P2,1,p06,0,-100,0,p06_root,0,-100,0,p06_root,0,0,0,0,True
12,FacetoFaceIntersect,P2,1,p07,0,-100,0,p07_root,0,-100,0,p07_root,0,0,0,0,True
12,FacetoFaceIntersect,P2,1,p16,0,-100,0,p16_root,0,-100,0,p16_root,0,0,0,0,True
12,FacetoFaceIntersect,P1,2,p09,-0.198,0.601,-0.133,p09_root,-0.2008149,0.6011921,-0.1248233,p09_root,-0.002814934,0.0001921654,0.008176729,0.008649837,True
12,FacetoFaceIntersect,P1,2,p15,0.162,0.511,-0.133,p15_root,0.1638964,0.5092057,-0.1324253,p15_root,0.001896441,-0.001794338,0.0005747229,0.002673283,True
12,FacetoFaceIntersect,P1,2,p10,0.252,0.421,-0.223,p10_root,0.2533174,0.4216201,-0.2247542,p10_root,0.001317352,0.0006201267,-0.00175418,0.002279719,True
12,FacetoFaceIntersect,P1,2,p05,-0.01800001,0.511,-0.223,p05_root,-0.02108986,0.5083077,-0.2247429,p05_root,-0.003089853,-0.002692342,-0.001742855,0.004453475,True
12,FacetoFaceIntersect,P1,2,p23,-0.108,0.421,-0.133,p23_root,-0.111818,0.4186733,-0.1328079,p23_root,-0.003818013,-0.002326667,0.0001920909,0.004475209,True
12,FacetoFaceIntersect,P1,2,p12,-0.01800001,0.421,-0.133,p12_root,-0.01524513,0.4244741,-0.1365539,p12_root,0.002754875,0.003474176,-0.003553942,0.005682406,True
12,FacetoFaceIntersect,P1,2,p20,0.072,0.511,-0.223,p20_root,0.07080097,0.5151863,-0.2244886,p20_root,-0.001199022,0.004186273,-0.001488581,0.004602,True
12,FacetoFaceIntersect,P1,2,p19,-0.01800001,0.601,-0.04300001,p19_root,-0.02042339,0.5984714,-0.04396346,p19_root,-0.002423385,-0.002528548,-0.0009634495,0.003632435,True
