userId,collabType,currentTask,bPart,distance,timeElapsed
8,SideBySide,0,leftHandP2,0.3955659,0.7238235
8,SideBySide,0,rightHandP2,0.3624513,0.3058014
8,SideBySide,0,leftHandP2,0.5543646,0.9609222
8,SideBySide,0,rightHandP2,0.5200523,4.27491
8,SideBySide,0,rightHandP2,0.3619443,3.090408
8,SideBySide,0,leftHandP2,0.4652995,0.5849609
8,SideBySide,0,leftHandP2,0.4785247,0.5846405
8,SideBySide,1,leftHandP2,0.3970945,0.5426483
8,SideBySide,1,leftHandP2,0.401062,0.8218231
7,SideBySide,1,rightHandP1,0.4088351,0.4322205
8,SideBySide,2,leftHandP2,0.5111532,0.5569611
8,SideBySide,2,leftHandP2,0.4952585,0.8766174
8,SideBySide,2,leftHandP2,0.5009193,0.946701
8,SideBySide,2,leftHandP2,0.5422682,0.7242584
8,SideBySide,2,leftHandP2,0.4824343,0.4174347
8,SideBySide,2,leftHandP2,0.4574375,0.4178009
8,SideBySide,2,leftHandP2,0.4920241,0.459671
8,SideBySide,2,leftHandP2,0.4481903,1.475296
8,SideBySide,2,rightHandP2,0.3669816,1.155411
8,SideBySide,2,leftHandP2,0.5189819,1.141556
8,SideBySide,2,leftHandP2,0.4868645,0.4589996
8,SideBySide,2,leftHandP2,0.5305532,3.786301
8,SideBySide,2,rightHandP2,0.4817676,6.62764
8,SideBySide,2,leftHandP2,0.4533437,0.8907166
8,SideBySide,2,leftHandP2,0.4402166,0.8066101
8,SideBySide,2,leftHandP2,0.478773,0.7385101
8,SideBySide,2,leftHandP2,0.5058323,1.402481
8,SideBySide,2,leftHandP2,0.5120592,1.071381
8,SideBySide,2,leftHandP2,0.4940814,0.8351746
8,SideBySide,2,leftHandP2,0.4661503,0.6798096
8,SideBySide,2,leftHandP2,0.4408212,2.338501
8,SideBySide,2,leftHandP2,0.5038908,1.043671
7,SideBySide,2,rightHandP1,0.347899,1.545685
8,SideBySide,2,leftHandP2,0.5067113,0.8773193
7,SideBySide,2,rightHandP1,0.419066,0.1806946
8,SideBySide,2,leftHandP2,0.425336,0.1384888
7,SideBySide,2,rightHandP1,0.3612636,0.3614197
7,SideBySide,2,rightHandP1,0.4032846,0.3067932
8,SideBySide,2,leftHandP2,0.426772,0.04177856
8,SideBySide,2,leftHandP2,0.4232874,0.2915955
7,SideBySide,3,rightHandP1,0.480229,0.8914185
7,SideBySide,3,rightHandP1,0.3874104,0.4454346
7,SideBySide,3,rightHandP1,0.3752266,0.3197327
7,SideBySide,3,rightHandP1,0.3721277,0.2922668
8,SideBySide,3,leftHandP2,0.443353,0.4594116
8,SideBySide,3,leftHandP2,0.4996713,0.5006104
8,SideBySide,3,leftHandP2,0.4477746,0.2368164
7,SideBySide,3,rightHandP1,0.4133641,0.8069763
7,SideBySide,3,rightHandP1,0.3582072,0.07009888
7,SideBySide,3,rightHandP1,0.4411445,0.208313
8,SideBySide,3,leftHandP2,0.3905253,1.141174
7,SideBySide,3,rightHandP1,0.3786374,0.3346252
8,SideBySide,3,leftHandP2,0.5622907,0.5284424
8,SideBySide,3,leftHandP2,0.4085301,0.3067017
