userId,collabType,currentTask,bPart,distance,timeElapsed
13,Angled90,0,leftHandP1,0.5171261,1.015862
13,Angled90,0,HeadP1,0.5360093,3.633728
14,Angled90,0,leftHandP2,0.6315145,120.016
13,Angled90,1,rightHandP1,0.5638353,1.05838
14,Angled90,1,rightHandP2,0.5001137,8.518951
13,Angled90,1,rightHandP1,0.4995148,0.6671448
13,Angled90,1,rightHandP1,0.5888035,1.461685
13,Angled90,1,rightHandP1,0.472375,0.6551819
13,Angled90,1,rightHandP1,0.4130538,0.3205261
13,Angled90,1,leftHandP1,0.4232577,0.4593811
14,Angled90,1,leftHandP2,0.6829166,102.504
14,Angled90,2,rightHandP2,0.5394011,3.229431
13,Angled90,2,leftHandP1,0.4515906,0.1103516
13,Angled90,2,rightHandP1,0.4394103,0.5983582
13,Angled90,2,rightHandP1,0.4128445,0.3066101
14,Angled90,2,leftHandP2,0.6816354,182.0802
13,Angled90,3,rightHandP1,0.505033,0.5840759
14,Angled90,3,rightHandP2,0.4916212,1.559265
13,Angled90,3,rightHandP1,0.4533645,0.2650146
14,Angled90,3,rightHandP2,0.5451225,0.9608154
13,Angled90,3,rightHandP1,0.5000329,0.5143433
14,Angled90,3,rightHandP2,0.4635032,0.5429077
13,Angled90,3,rightHandP1,0.4770116,0.7796021
14,Angled90,3,rightHandP2,0.5429003,0.7244263
14,Angled90,3,rightHandP2,0.5579664,1.184021
13,Angled90,3,rightHandP1,0.5252242,0.682251
14,Angled90,3,rightHandP2,0.4371918,0.6407471
14,Angled90,3,HeadP2,0.5495224,2.589844
13,Angled90,3,rightHandP1,0.4160724,0.3903198
13,Angled90,3,rightHandP1,0.4194201,0.1256104
14,Angled90,3,HeadP2,0.526582,0.6687012
13,Angled90,3,HeadP1,0.4929679,1.851868
13,Angled90,3,rightHandP1,0.4630829,2.199524
13,Angled90,3,rightHandP1,0.4498491,0.4729004
14,Angled90,3,rightHandP2,0.4987819,1.643433
14,Angled90,3,HeadP2,0.5342295,3.146545
13,Angled90,3,rightHandP1,0.5478539,1.586731
14,Angled90,3,HeadP2,0.532264,1.879333
13,Angled90,3,rightHandP1,0.4358439,0.7650757
13,Angled90,3,HeadP1,0.4723509,0.8220215
14,Angled90,3,HeadP2,0.5637702,1.879028
13,Angled90,3,rightHandP1,0.4844974,4.664368
14,Angled90,3,HeadP2,0.618464,1.322998
13,Angled90,3,rightHandP1,0.4532355,0.5849609
14,Angled90,3,rightHandP2,0.8728192,2.964844
13,Angled90,3,rightHandP1,0.4766351,0.05651855
13,Angled90,3,rightHandP1,0.5745791,0.4589844
13,Angled90,3,rightHandP1,0.4639359,3.883789
13,Angled90,3,rightHandP1,0.6399183,2.1026
14,Angled90,3,HeadP2,0.6910594,27.09247
14,Angled90,3,rightHandP2,0.5257338,1.309326
14,Angled90,3,rightHandP2,0.6266984,1.113953
13,Angled90,3,rightHandP1,0.5720164,1.002319
13,Angled90,3,rightHandP1,0.5881499,0.9187622
14,Angled90,3,rightHandP2,0.473267,0.7938232
14,Angled90,3,HeadP2,0.7012649,66.17438
14,Angled90,3,leftHandP2,0.6816123,240.0305
