userId,collabType,currentTask,bPart,distance,timeElapsed
1,FacetoFaceIntersect,0,HeadP1,1.54,1.195889
1,FacetoFaceIntersect,0,rightHandP1,1.54,1.194452
1,FacetoFaceIntersect,0,leftHandP1,1.54,1.194439
1,FacetoFaceIntersect,1,HeadP1,1.54,0.9357281
1,FacetoFaceIntersect,1,rightHandP1,1.54,0.9357262
1,FacetoFaceIntersect,1,leftHandP1,1.54,0.9357281
1,FacetoFaceIntersect,2,HeadP1,1.54,0.7552614
1,FacetoFaceIntersect,2,rightHandP1,1.54,0.7552605
1,FacetoFaceIntersect,2,leftHandP1,1.54,0.7552614
1,FacetoFaceIntersect,3,HeadP1,1.54,0.740078
1,FacetoFaceIntersect,3,rightHandP1,1.54,0.7400799
1,FacetoFaceIntersect,3,leftHandP1,1.54,0.7400799
1,FacetoFaceIntersect,4,HeadP1,1.54,0.6864319
1,FacetoFaceIntersect,4,rightHandP1,1.54,0.68643
1,FacetoFaceIntersect,4,leftHandP1,1.54,0.68643
1,FacetoFaceIntersect,5,HeadP1,1.54,0.7167797
1,FacetoFaceIntersect,5,rightHandP1,1.54,0.7167778
1,FacetoFaceIntersect,5,leftHandP1,1.54,0.7167797
1,FacetoFaceIntersect,6,HeadP1,1.54,0.6728039
1,FacetoFaceIntersect,6,rightHandP1,1.54,0.6728039
1,FacetoFaceIntersect,6,leftHandP1,1.54,0.672802
1,FacetoFaceIntersect,7,HeadP1,1.54,0.7478733
1,FacetoFaceIntersect,7,rightHandP1,1.54,0.7478714
1,FacetoFaceIntersect,7,leftHandP1,1.54,0.7478714
1,FacetoFaceIntersect,8,HeadP1,1.54,0.6583023
1,FacetoFaceIntersect,8,rightHandP1,1.54,0.6582985
1,FacetoFaceIntersect,8,leftHandP1,1.54,0.6582966
1,FacetoFaceIntersect,9,HeadP1,1.54,0.5131645
1,FacetoFaceIntersect,9,rightHandP1,1.54,0.5131626
1,FacetoFaceIntersect,9,leftHandP1,1.54,0.5131626
1,FacetoFaceIntersect,10,HeadP1,1.54,0.5939903
1,FacetoFaceIntersect,10,rightHandP1,1.54,0.5939865
1,FacetoFaceIntersect,10,leftHandP1,1.54,0.5939865
1,FacetoFaceIntersect,11,HeadP1,1.54,0.4830036
1,FacetoFaceIntersect,11,rightHandP1,1.54,0.4829998
1,FacetoFaceIntersect,11,leftHandP1,1.54,0.482996
1,FacetoFaceIntersect,12,HeadP1,1.54,0.5440693
1,FacetoFaceIntersect,12,rightHandP1,1.54,0.5440674
1,FacetoFaceIntersect,12,leftHandP1,1.54,0.5440674
1,FacetoFaceIntersect,13,HeadP1,1.54,0.5031624
1,FacetoFaceIntersect,13,rightHandP1,1.54,0.5031624
1,FacetoFaceIntersect,13,leftHandP1,1.54,0.5031624
1,FacetoFaceIntersect,14,HeadP1,1.54,0.5437641
1,FacetoFaceIntersect,14,rightHandP1,1.54,0.5437622
1,FacetoFaceIntersect,14,leftHandP1,1.54,0.5437641
1,FacetoFaceIntersect,15,HeadP1,1.54,0.4895782
1,FacetoFaceIntersect,15,rightHandP1,1.54,0.4895763
1,FacetoFaceIntersect,15,leftHandP1,1.54,0.4895782
1,FacetoFaceIntersect,16,HeadP1,1.54,0.5732975
1,FacetoFaceIntersect,16,rightHandP1,1.54,0.5732956
1,FacetoFaceIntersect,16,leftHandP1,1.54,0.5732937
1,FacetoFaceIntersect,17,HeadP1,1.54,0.4699898
1,FacetoFaceIntersect,17,rightHandP1,1.54,0.469986
1,FacetoFaceIntersect,17,leftHandP1,1.54,0.469986
1,FacetoFaceIntersect,18,HeadP1,1.54,0.4836941
1,FacetoFaceIntersect,18,rightHandP1,1.54,0.4836922
1,FacetoFaceIntersect,18,leftHandP1,1.54,0.4836922
1,FacetoFaceIntersect,19,HeadP1,1.54,0.5090904
1,FacetoFaceIntersect,19,rightHandP1,1.54,0.5090885
1,FacetoFaceIntersect,19,leftHandP1,1.54,0.5090885
1,FacetoFaceIntersect,20,HeadP1,1.54,0.3768787
1,FacetoFaceIntersect,20,rightHandP1,1.54,0.3768768
1,FacetoFaceIntersect,20,leftHandP1,1.54,0.3768768
1,FacetoFaceIntersect,21,HeadP1,1.54,0.5380173
1,FacetoFaceIntersect,21,rightHandP1,1.54,0.5380173
1,FacetoFaceIntersect,21,leftHandP1,1.54,0.5380192
1,FacetoFaceIntersect,22,HeadP1,1.54,0.4657288
1,FacetoFaceIntersect,22,rightHandP1,1.54,0.4657269
1,FacetoFaceIntersect,22,leftHandP1,1.54,0.4657249
1,FacetoFaceIntersect,23,HeadP1,1.54,0.3868675
1,FacetoFaceIntersect,23,rightHandP1,1.54,0.3868675
1,FacetoFaceIntersect,23,leftHandP1,1.54,0.3868656
1,FacetoFaceIntersect,24,HeadP1,1.54,0.5460873
1,FacetoFaceIntersect,24,rightHandP1,1.54,0.5460873
