userId,dominantPlayer,timestamp,collabType,currentTask,dominantPlayer,isViolatingBoundary,Player2AreaCenterX,Player2AreaCenterY,Player2AreaCenterZ,Player2AreaRotX,Player2AreaRotY,Player2AreaRotZheadPosP2X,headPosP2Y,headPosP2Z,headRotP2X,headRotP2Y,headRotP2Z,rightHandPosP2X,rightHandPosP2Y,rightHandPosP2ZrightHandRotP2X,rightHandRotP2Y,rightHandRotP2ZleftHandPosP2X,leftHandPosP2Y,leftHandPosP2Z,leftHandRotP2X,leftHandRotP2Y,leftHandRotP2Z
2,P1,CoupledView,65.68741,2,False,ViolationP2,0,0.471,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,00,-0.8590001,-0.372,0,0,0
2,P1,CoupledView,65.7437,2,False,ViolationP2,0,0.471,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,00,-0.8590001,-0.372,0,0,0
2,P1,CoupledView,65.82881,2,False,ViolationP2,0,0.471,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,00,-0.8590001,-0.372,0,0,0
2,P1,CoupledView,65.86695,2,False,ViolationP2,0,0.471,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,00,-0.8590001,-0.372,0,0,0
2,P1,CoupledView,65.89767,2,False,ViolationP2,0,0.471,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,00,-0.8590001,-0.372,0,0,0
2,P1,CoupledView,65.98169,2,False,ViolationP2,0,0.471,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,00,-0.8590001,-0.372,0,0,0
2,P1,CoupledView,66.02083,2,False,ViolationP2,0,0.471,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,00,-0.8590001,-0.372,0,0,0
2,P1,CoupledView,66.05231,2,False,ViolationP2,0,0.471,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,00,-0.8590001,-0.372,0,0,0
2,P1,CoupledView,66.14958,2,False,ViolationP2,0,0.471,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,00,-0.8590001,-0.372,0,0,0
2,P1,CoupledView,66.20891,2,False,ViolationP2,0,0.471,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,00,-0.8590001,-0.372,0,0,0
2,P1,CoupledView,66.23606,2,False,ViolationP2,0,0.471,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,00,-0.8590001,-0.372,0,0,0
2,P1,CoupledView,66.31331,2,False,ViolationP2,0,0.471,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,00,-0.8590001,-0.372,0,0,0
2,P1,CoupledView,66.35166,2,False,ViolationP2,0,0.471,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,00,-0.8590001,-0.372,0,0,0
2,P1,CoupledView,66.38674,2,False,ViolationP2,0,0.471,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,00,-0.8590001,-0.372,0,0,0
2,P1,CoupledView,66.41496,2,False,ViolationP2,0,0.471,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,00,-0.8590001,-0.372,0,0,0
2,P1,CoupledView,66.50775,2,False,ViolationP2,0,0.471,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,00,-0.8590001,-0.372,0,0,0
2,P1,CoupledView,66.54812,2,False,ViolationP2,0,0.471,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,00,-0.8590001,-0.372,0,0,0
2,P1,CoupledView,66.57346,2,False,ViolationP2,0,0.471,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,00,-0.8590001,-0.372,0,0,0
2,P1,CoupledView,66.66461,2,False,ViolationP2,0,0.471,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,00,-0.8590001,-0.372,0,0,0
2,P1,CoupledView,66.70163,2,False,ViolationP2,0,0.471,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,00,-0.8590001,-0.372,0,0,0
2,P1,CoupledView,66.73576,2,False,ViolationP2,0,0.471,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,00,-0.8590001,-0.372,0,0,0
2,P1,CoupledView,66.80834,2,False,ViolationP2,0,0.471,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,00,-0.8590001,-0.372,0,0,0
2,P1,CoupledView,66.85307,2,False,ViolationP2,0,0.471,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,00,-0.8590001,-0.372,0,0,0
2,P1,CoupledView,66.88232,2,False,ViolationP2,0,0.471,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,00,-0.8590001,-0.372,0,0,0
2,P1,CoupledView,66.91209,2,False,ViolationP2,0,0.471,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,00,-0.8590001,-0.372,0,0,0
2,P1,CoupledView,66.99603,2,False,ViolationP2,0,0.471,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,00,-0.8590001,-0.372,0,0,0
2,P1,CoupledView,67.03081,2,False,ViolationP2,0,0.471,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,00,-0.8590001,-0.372,0,0,0
2,P1,CoupledView,67.06618,2,False,ViolationP2,0,0.471,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,0,0,-0.8590001,-0.372,0,0,00,-0.8590001,-0.372,0,0,0
