UserId,collaborationType,dominantPlayer,currentTask,NameBlueprintObj,blueprintPosX,blueprintPosY,blueprintPosZ,NameUserPlacedObj,UserPlacedPosX,UserPlacedPosY,UserPlacedPosZ,AbsoluteDistance,RelativeDistanceX,RelativeDistanceY,RelativeDistanceZ,correctObject
1,CoupledView,P2,3,part1,0.072,0.421,-0.223,part1_root(Clone)0.5380667,0.5380748,1.216164,part1_root(Clone),0.4660667,0.1170748,1.439165,1.517274,True
1,CoupledView,P2,3,part2,-0.198,0.421,-0.223,part2_root(Clone)-1.058839,0.6524335,0.9653358,part2_root(Clone),-0.8608387,0.2314335,1.188336,1.485512,True
1,CoupledView,P2,3,part3,-0.108,0.691,-0.223,part3_root(Clone)-1.021215,0.5719601,0.9319725,part3_root(Clone),-0.9132147,-0.1190399,1.154973,1.477191,True
1,CoupledView,P2,3,part4,-0.108,0.601,-0.133,part4_root(Clone)-1.335292,0.6514707,0.1474486,part4_root(Clone),-1.227292,0.05047071,0.2804486,1.259938,True
1,CoupledView,P2,3,part5,0.072,0.601,-0.133,part5_root(Clone)0.8893709,0.5053642,0.604183,part5_root(Clone),0.8173709,-0.09563577,0.737183,1.104844,True
1,CoupledView,P2,3,part6,0.072,0.691,-0.133,part6_root(Clone)0.9257395,0.5897647,1.358049,part6_root(Clone),0.8537395,-0.1012353,1.491049,1.721147,True
1,CoupledView,P2,3,part7,0.162,0.601,-0.133,part7_root(Clone)-1.660582,0.6285845,0.6067784,part7_root(Clone),-1.822582,0.02758455,0.7397784,1.967191,True
1,CoupledView,P2,3,part8,0.162,0.601,-0.133,part8_root(Clone)-1.302907,0.506855,0.7017703,part8_root(Clone),-1.464907,-0.09414494,0.8347703,1.688685,True
1,CoupledView,P2,3,part9,0.072,0.511,-0.04300001,part9_root(Clone)1.121597,0.7052675,0.5860057,part9_root(Clone),1.049597,0.1942675,0.6290057,1.238968,True
1,CoupledView,P2,3,part10,0.252,0.601,-0.04300001,part10_root(Clone)0.6762431,0.6757412,0.8234775,part10_root(Clone),0.4242431,0.07474124,0.8664775,0.9676527,True
1,CoupledView,P2,3,part11,0.162,0.511,-0.04300001,part11_root(Clone)-1.491512,0.6134324,0.8557906,part11_root(Clone),-1.653512,0.1024324,0.8987906,1.884786,True
1,CoupledView,P2,3,part12,-0.01799999,0.691,-0.04300001,part12_root(Clone)0,-100,0,part12_root(Clone),0.01799999,-100.691,0.04300001,100.691,True
