Id,Condition,Dominant,TimeInsideGazeBounds,TimeSecondzone,TimeOutsideGazeBounds,TotalTime,PercentageInsideGazeBounds,PercentageSecondZone,PercentageOutsideGazeBounds
11,FacetoFaceIntersect,True,13.41394,19.02087,26.60641,59.04123,22.71962,32.21626,45.06413
12,FacetoFaceIntersect,True,30.72842,30.02319,0,60.75162,50.58042,49.41958,0
13,FaceToFaceNoIntersect,True,92.36743,26.16248,13.24963,131.7795,70.09239,19.85321,10.05439
14,FaceToFaceNoIntersect,True,62.61914,77.06744,6.933655,146.6202,42.70839,52.56262,4.728989
13,SideBySide,True,7.907349,13.60406,57.38773,78.89914,10.0221,17.24235,72.73555
14,SideBySide,True,23.93158,15.85547,0.2502747,40.03732,59.77317,39.60172,0.6251034
13,Angled90,True,19.29327,126.344,48.26434,193.9016,9.950031,65.15882,24.89115
14,Angled90,True,65.85974,49.98895,4.316223,120.1649,54.8078,41.60029,3.591916
13,FacetoFaceIntersect,True,24.26773,23.62509,14.58972,62.48254,38.83922,37.81071,23.35008
14,FacetoFaceIntersect,True,50.8674,67.98154,9.717468,128.5664,39.56508,52.87659,7.558326
13,CoupledView,True,30.78796,22.48166,10.31448,63.58411,48.42085,35.35736,16.2218
14,CoupledView,True,25.26376,24.10263,15.25641,64.6228,39.09419,37.29741,23.6084
15,FacetoFaceIntersect,True,29.2926,25.10214,22.55536,76.9501,38.06701,32.62132,29.31167
16,FacetoFaceIntersect,True,28.11105,66.06805,39.06094,133.2401,21.09805,49.58573,29.31622
15,SideBySide,True,9.354736,12.44919,73.60428,95.4082,9.80496,13.04834,77.1467
16,SideBySide,True,10.97385,15.92285,8.770447,35.66714,30.76738,44.64291,24.58971
15,FaceToFaceNoIntersect,True,28.16467,19.91144,20.32349,68.3996,41.17667,29.11046,29.71287
16,FaceToFaceNoIntersect,True,43.10413,38.87857,7.795471,89.77817,48.01181,43.30515,8.683037
15,CoupledView,True,25.8913,18.09714,27.49573,71.48416,36.21963,25.31629,38.46408
16,CoupledView,True,35.94876,35.50677,27.96881,99.42435,36.1569,35.71235,28.13075
15,Angled90,True,18.31956,79.21497,23.05359,120.5881,15.19185,65.69052,19.11763
16,Angled90,True,37.41158,61.41913,28.27155,127.1022,29.43423,48.32261,22.24315
17,CoupledView,True,72.16663,43.03699,7.796265,122.9999,58.67211,34.98946,6.338433
18,CoupledView,True,105.3793,46.83038,19.99176,172.2015,61.19537,27.19511,11.60952
17,SideBySide,True,19.43192,37.18576,79.34058,135.9583,14.29256,27.35087,58.35657
18,SideBySide,True,80.07495,26.88379,0,106.9587,74.86527,25.13473,0
17,Angled90,True,15.80084,35.01013,35.84964,86.66061,18.23302,40.39913,41.36786
18,Angled90,True,47.85092,17.48993,3.634491,68.97534,69.37395,25.35678,5.269261
17,FacetoFaceIntersect,True,36.04691,57.22025,12.14017,105.4073,34.19773,54.28489,11.51739
18,FacetoFaceIntersect,True,59.43314,33.92865,0.2510986,93.61288,63.4882,36.24357,0.2682309
17,FaceToFaceNoIntersect,True,19.69392,19.38217,12.73579,51.81189,38.01043,37.40873,24.58083
18,FaceToFaceNoIntersect,True,32.46555,44.64575,8.519501,85.6308,37.9134,52.13749,9.949108
Id,Condition,Dominant,TimeInsideGazeBounds,TimeSecondzone,TimeOutsideGazeBounds,TotalTime,PercentageInsideGazeBounds,PercentageSecondZone,PercentageOutsideGazeBounds
19,Angled90,True,22.87781,125.8685,19.05957,167.8058,13.6335,75.00839,11.35811,12
20,Angled90,True,60.55872,23.34534,0.7247925,84.62885,71.55801,27.58556,0.8564367,2
19,FaceToFaceNoIntersect,True,33.23471,35.52594,21.23154,89.99219,36.93066,39.47669,23.59264,12
20,FaceToFaceNoIntersect,True,55.41403,37.93661,0.5014038,93.85205,59.04403,40.42172,0.5342492,1
19,CoupledView,True,18.22183,31.4624,14.08694,63.77118,28.57377,49.3364,22.08983,7
20,CoupledView,True,36.10562,23.87747,7.657501,67.64059,53.37863,35.30051,11.32087,5
19,FacetoFaceIntersect,True,19.63123,21.63654,43.2128,84.48056,23.23757,25.61126,51.15118,10
20,FacetoFaceIntersect,True,28.48462,70.06064,13.9093,112.4546,25.32989,62.30129,12.36882,13
19,SideBySide,True,6.405884,32.63477,44.54984,83.59048,7.663413,39.04124,53.29534,13
20,SideBySide,True,12.20538,46.05502,8.311157,66.57156,18.33423,69.18123,12.48455,9
21,FacetoFaceIntersect,True,52.08374,37.1673,35.05255,124.3036,41.90043,29.90042,28.19915,13
22,FacetoFaceIntersect,True,60.31561,54.79523,10.13635,125.2472,48.15726,43.74966,8.093078,5
21,FaceToFaceNoIntersect,True,19.60495,12.69571,9.536438,41.8371,46.86021,30.34558,22.79422,4
22,FaceToFaceNoIntersect,True,34.07114,34.07788,2.256378,70.4054,48.39279,48.40237,3.204837,2
21,SideBySide,True,14.11542,13.14471,38.39706,65.6572,21.49866,20.02022,58.48112,14
22,SideBySide,True,20.35336,37.07324,2.714172,60.14078,33.84286,61.6441,4.513031,4
21,Angled90,True,11.46216,51.71652,12.11255,75.29123,15.22376,68.68864,16.0876,7
22,Angled90,True,21.77249,40.52698,8.089233,70.3887,30.9318,57.57597,11.49223,7
21,CoupledView,True,13.2995,17.43051,10.91492,41.64493,31.93546,41.85506,26.20947,5
22,CoupledView,True,32.14005,15.56689,0.1673889,47.87433,67.13419,32.51616,0.3496423,1
23,SideBySide,True,40.7583,36.29681,66.35217,143.4073,28.42136,25.3103,46.26834,12
24,SideBySide,True,35.9483,46.18073,15.75958,97.88861,36.72368,47.17681,16.09951,5
23,CoupledView,True,48.12805,34.18115,1.446655,83.75586,57.46231,40.81046,1.727229,1
24,CoupledView,True,34.9989,31.4375,4.622253,71.05865,49.25354,44.24162,6.504842,2
23,FacetoFaceIntersect,True,69.00696,19.83685,17.26331,106.1071,65.03519,18.69512,16.2697,6
24,FacetoFaceIntersect,True,66.98157,75.40424,15.46948,157.8553,42.43226,47.76795,9.799788,9
23,Angled90,True,26.9379,64.35101,15.98227,107.2712,25.11196,59.9891,14.89894,5
24,Angled90,True,36.10291,29.26566,3.451691,68.82025,52.45971,42.52477,5.015516,1
23,FaceToFaceNoIntersect,True,19.30838,18.54559,12.18155,50.03552,38.58934,37.06485,24.3458,6
24,FaceToFaceNoIntersect,True,49.94211,5.427917,0.8488159,56.21884,88.83517,9.65498,1.509842,2
3,SideBySide,True,40.15411,68.68146,67.84009,176.6757,22.72759,38.87432,38.39809,32
4,SideBySide,True,61.07446,66.44159,0,127.5161,47.89551,52.10449,0,0
3,CoupledView,True,21.33783,50.85532,31.91101,104.1042,20.49662,48.85042,30.65297,16
4,CoupledView,True,52.26205,57.0874,7.129333,116.4788,44.8683,49.01099,6.120714,5
3,FacetoFaceIntersect,True,7.36438,20.73212,65.33035,93.42685,7.882509,22.19075,69.92674,38
