Id,Condition,Dominant,TimeInsideGazeBounds,TimeSecondzone,TimeOutsideGazeBounds,TotalTime,PercentageInsideGazeBounds,PercentageSecondZone,PercentageOutsideGazeBounds
HEEADER19,Angled90,True,1110.937
20,Angled90,True,1110.923
19,FaceToFaceNoIntersect,True,649.7545
20,FaceToFaceNoIntersect,True,614.685
19,CoupledView,True,594.3951
20,CoupledView,True,586.9338
19,FacetoFaceIntersect,True,529.1803
20,FacetoFaceIntersect,True,459.9184
19,SideBySide,True,510.1335
20,SideBySide,True,532.7151
21,FacetoFaceIntersect,True,893.2983
22,FacetoFaceIntersect,True,893.3127
21,FaceToFaceNoIntersect,True,464.7175
22,FaceToFaceNoIntersect,True,415.8932
21,SideBySide,True,360.7293
22,SideBySide,True,370.5305
21,Angled90,True,373.6525
22,Angled90,True,379.5267
21,CoupledView,True,473.6722
22,CoupledView,True,458.1217
23,SideBySide,True,936.8267
24,SideBySide,True,936.8412
23,CoupledView,True,828.7136
24,CoupledView,True,833.1265
23,FacetoFaceIntersect,True,753.3546
24,FacetoFaceIntersect,True,710.5443
23,Angled90,True,519.2885
24,Angled90,True,538.014
23,FaceToFaceNoIntersect,True,469.6566
24,FaceToFaceNoIntersect,True,434.2817
3,SideBySide,True,836.4274
4,SideBySide,True,836.4139
3,CoupledView,True,651.6168
4,CoupledView,True,612.065
3,FacetoFaceIntersect,True,599.5837
4,FacetoFaceIntersect,True,432.5895
3,Angled90,True,571.103
4,Angled90,True,571.1169
3,FaceToFaceNoIntersect,True,452.6816
4,FaceToFaceNoIntersect,True,419.4218
5,Angled90,True,773.8749
6,Angled90,True,773.8613
5,CoupledView,True,599.5506
6,CoupledView,True,599.5365
5,FaceToFaceNoIntersect,True,522.6675
6,FaceToFaceNoIntersect,True,522.651
5,SideBySide,True,345.751
6,SideBySide,True,355.456
5,FacetoFaceIntersect,True,361.5936
6,FacetoFaceIntersect,True,454.7871
7,FaceToFaceNoIntersect,False,429.9701
8,FaceToFaceNoIntersect,False,429.3886
7,FaceToFaceNoIntersect,True,545.1583
8,FaceToFaceNoIntersect,True,574.7419
7,FacetoFaceIntersect,True,581.5704
8,FacetoFaceIntersect,True,596.9829
7,Angled90,True,492.4885
8,Angled90,True,501.0506
7,SideBySide,True,525.7581
8,SideBySide,True,536.2129
7,CoupledView,True,312.7624
8,CoupledView,True,400.5562
9,SideBySide,True,730.6171
10,SideBySide,True,736.5893
9,FacetoFaceIntersect,True,528.9222
10,FacetoFaceIntersect,True,517.5621
9,CoupledView,True,660.2286
10,CoupledView,True,582.4742
9,CoupledView,True,290.6057
10,CoupledView,True,288.5886
9,FaceToFaceNoIntersect,True,410.4528
10,FaceToFaceNoIntersect,True,376.6923
9,Angled90,True,296.309
10,Angled90,True,307.1685
11,CoupledView,True,1091.848
12,CoupledView,True,1093.393
11,Angled90,True,495.1852
12,Angled90,True,518.7142
11,SideBySide,True,514.2253
12,SideBySide,TRUE,576.902
11,FaceToFaceNoIntersect,True,402.4727
12,FaceToFaceNoIntersect,True,418.7468
11,FacetoFaceIntersect,True,434.3387
12,FacetoFaceIntersect,True,461.4312
13,FaceToFaceNoIntersect,True,879.8076
14,FaceToFaceNoIntersect,True,862.7118
13,SideBySide,True,434.192
14,SideBySide,True,442.4063
13,Angled90,True,711.4814
14,Angled90,True,734.3417
13,FacetoFaceIntersect,True,548.1835
14,FacetoFaceIntersect,True,557.5252
13,CoupledView,True,356.1857
14,CoupledView,True,470.2901
15,FacetoFaceIntersect,True,461.0111
16,FacetoFaceIntersect,True,460.9975
15,SideBySide,True,433.6853
16,SideBySide,True,433.6992
15,FaceToFaceNoIntersect,True,444.3828
16,FaceToFaceNoIntersect,True,444.3971
15,CoupledView,True,394.9855
16,CoupledView,True,394.972
15,Angled90,True,376.395
16,Angled90,True,376.4088
17,CoupledView,True,911.2343
18,CoupledView,True,911.2204
17,SideBySide,True,555.5698
18,SideBySide,True,555.5844
17,Angled90,True,427.7968
18,Angled90,True,427.8102
17,FacetoFaceIntersect,True,435.0176
18,FacetoFaceIntersect,True,435.032
17,FaceToFaceNoIntersect,True,325.9066
18,FaceToFaceNoIntersect,True,325.8934
