Id,Condition,Dominant,TimeInsideGazeBounds,TimeSecondzone,TimeOutsideGazeBounds,TotalTime,PercentageInsideGazeBounds,PercentageSecondZone,PercentageOutsideGazeBounds
HEEADER19,Angled90,True,239.9288
20,Angled90,True,239.9289
19,FaceToFaceNoIntersect,True,-178.6797
20,FaceToFaceNoIntersect,True,-133.7105
19,CoupledView,True,-126.4429
20,CoupledView,True,-98.14005
19,FacetoFaceIntersect,True,-96.39925
20,FacetoFaceIntersect,True,-7.242752
19,SideBySide,True,9.60022
20,SideBySide,True,238.8649
21,FacetoFaceIntersect,True,242.6366
22,FacetoFaceIntersect,True,466.1559
21,FaceToFaceNoIntersect,True,121.7532
22,FaceToFaceNoIntersect,True,144.3781
21,SideBySide,True,147.6216
22,SideBySide,True,245.0574
21,Angled90,True,268.1445
22,Angled90,True,421.5253
21,CoupledView,True,425.2989
22,CoupledView,True,437.7585
23,SideBySide,True,552.3817
24,SideBySide,True,784.284
23,CoupledView,True,866.2064
24,CoupledView,True,921.0114
23,FacetoFaceIntersect,True,965.6938
24,FacetoFaceIntersect,True,1113.702
23,Angled90,True,1127.018
24,Angled90,True,1319.6
23,FaceToFaceNoIntersect,True,1334.883
24,FaceToFaceNoIntersect,True,1359.215
3,SideBySide,True,1599.267
4,SideBySide,True,1599.229
3,CoupledView,True,1512.274
4,CoupledView,True,1527.958
3,FacetoFaceIntersect,True,1768.06
4,FacetoFaceIntersect,True,1808.797
3,Angled90,True,1964.812
4,Angled90,True,1964.75
3,FaceToFaceNoIntersect,True,1869.582
4,FaceToFaceNoIntersect,True,1893.678
5,Angled90,True,2133.703
6,Angled90,True,2133.682
5,CoupledView,True,1969.288
6,CoupledView,True,1983.668
5,FaceToFaceNoIntersect,True,2149.895
6,FaceToFaceNoIntersect,True,2149.908
5,SideBySide,True,2156.405
6,SideBySide,True,2302.512
5,FacetoFaceIntersect,True,2310.093
6,FacetoFaceIntersect,True,2453.565
7,FaceToFaceNoIntersect,False,2615.996
8,FaceToFaceNoIntersect,False,2616.135
7,FaceToFaceNoIntersect,True,2623.177
8,FaceToFaceNoIntersect,True,2774.359
7,FacetoFaceIntersect,True,2879.929
8,FacetoFaceIntersect,True,2974.986
7,Angled90,True,2981.482
8,Angled90,True,3182.843
7,SideBySide,True,3204.624
8,SideBySide,True,3396.153
7,CoupledView,True,3418.933
8,CoupledView,True,3555.252
9,SideBySide,True,3556.728
10,SideBySide,True,3703.107
9,FacetoFaceIntersect,True,3814.928
10,FacetoFaceIntersect,True,3864.443
9,CoupledView,True,3878.452
10,CoupledView,True,3886.208
9,CoupledView,True,3886.208
10,CoupledView,True,3886.208
9,FaceToFaceNoIntersect,True,3915.704
10,FaceToFaceNoIntersect,True,3936.623
9,Angled90,True,3954.902
10,Angled90,True,4047.78
11,CoupledView,True,4139.967
12,CoupledView,True,4379.825
11,Angled90,True,4387.84
12,Angled90,True,4627.679
11,SideBySide,True,4642.603
12,SideBySide,TRUE,4836.38
11,FaceToFaceNoIntersect,True,4837.158
12,FaceToFaceNoIntersect,True,4957.987
11,FacetoFaceIntersect,True,4959.926
12,FacetoFaceIntersect,True,5167.972
13,FaceToFaceNoIntersect,True,5226.129
14,FaceToFaceNoIntersect,True,5251.848
13,SideBySide,True,5263.76
14,SideBySide,True,5436.703
13,Angled90,True,5449.028
14,Angled90,True,5630.907
13,FacetoFaceIntersect,True,5641.996
14,FacetoFaceIntersect,True,5795.985
13,CoupledView,True,5804.283
14,CoupledView,True,5987.416
15,FacetoFaceIntersect,True,5916.16
16,FacetoFaceIntersect,True,5857.321
15,SideBySide,True,5869.748
16,SideBySide,True,5867.511
15,FaceToFaceNoIntersect,True,5870.521
16,FaceToFaceNoIntersect,True,5870.445
15,CoupledView,True,5835.028
16,CoupledView,True,5834.968
15,Angled90,True,5768.65
16,Angled90,True,5768.578
17,CoupledView,True,6237.771
18,CoupledView,True,6237.61
17,SideBySide,True,5928.03
18,SideBySide,True,5927.947
17,Angled90,True,5861.553
18,Angled90,True,5861.403
17,FacetoFaceIntersect,True,5836.16
18,FacetoFaceIntersect,True,5835.903
17,FaceToFaceNoIntersect,True,5779.148
18,FaceToFaceNoIntersect,True,5779.044
