UserId,collaborationType,dominantPlayer,currentTask,NameBlueprintObj,blueprintPosX,blueprintPosY,blueprintPosZ,NameUserPlacedObj,UserPlacedPosX,UserPlacedPosY,UserPlacedPosZ,AbsoluteDistance,RelativeDistanceX,RelativeDistanceY,RelativeDistanceZ,correctObject
12,Angled90,P1,0,p25,-0.01800001,0.601,-0.133,p25_root,-0.01670931,0.599332,-0.1316167,p25_root,0.001290701,-0.001667976,0.00138329,0.00252221,True
12,Angled90,P1,0,p27,0.162,0.421,-0.133,p27_root,0.1645956,0.4152463,-0.1297627,p27_root,0.002595574,-0.005753696,0.003237262,0.007093792,True
12,Angled90,P1,0,p05,-0.198,0.691,-0.133,p05_root,-0.2000424,0.6926129,-0.1360499,p05_root,-0.002042368,0.001612902,-0.00304991,0.004009323,True
12,Angled90,P1,0,p04,0,-100,0,p04_root,0,-100,0,p04_root,0,0,0,0,True
12,Angled90,P1,0,p13,0,-100,0,p13_root,0,-100,0,p13_root,0,0,0,0,True
12,Angled90,P1,0,p24,0,-100,0,p24_root,0,-100,0,p24_root,0,0,0,0,True
12,Angled90,P1,0,p11,0,-100,0,p11_root,0,-100,0,p11_root,0,0,0,0,True
12,Angled90,P1,0,p17,0,-100,0,p17_root,0,-100,0,p17_root,0,0,0,0,True
12,Angled90,P1,0,p21,0,-100,0,p21_root,0,-100,0,p21_root,0,0,0,0,True
12,Angled90,P1,0,p14,0,-100,0,p14_root,0,-100,0,p14_root,0,0,0,0,True
12,Angled90,P1,0,p06,0,-100,0,p06_root,0,-100,0,p06_root,0,0,0,0,True
12,Angled90,P1,0,p09,0,-100,0,p09_root,0,-100,0,p09_root,0,0,0,0,True
12,Angled90,P2,1,p05,0.412,0.601,0.2489999,p05_root,0.4249281,0.5920422,0.2409589,p05_root,0.01292813,-0.008957744,-0.008041024,0.01766453,True
12,Angled90,P2,1,p06,0.412,0.421,0.429,p06_root,0.4086358,0.4184668,0.4261981,p06_root,-0.003364146,-0.002533138,-0.002801895,0.00505815,True
12,Angled90,P2,1,p15,0.412,0.691,0.06899995,p15_root,0.4208342,0.6863461,0.07440844,p15_root,0.008834183,-0.004653931,0.005408496,0.01135578,True
12,Angled90,P2,1,p09,-1.192093E-07,-100,-2.980232E-08,p09_root,0,-100,0,p09_root,1.192093E-07,0,2.980232E-08,1.228781E-07,True
12,Angled90,P2,1,p23,-1.192093E-07,-100,-2.980232E-08,p23_root,0,-100,0,p23_root,1.192093E-07,0,2.980232E-08,1.228781E-07,True
12,Angled90,P2,1,p18,-1.192093E-07,-100,-2.980232E-08,p18_root,0,-100,0,p18_root,1.192093E-07,0,2.980232E-08,1.228781E-07,True
12,Angled90,P2,1,p13,-1.192093E-07,-100,-2.980232E-08,p13_root,0,-100,0,p13_root,1.192093E-07,0,2.980232E-08,1.228781E-07,True
12,Angled90,P2,1,p21,-1.192093E-07,-100,-2.980232E-08,p21_root,0,-100,0,p21_root,1.192093E-07,0,2.980232E-08,1.228781E-07,True
12,Angled90,P2,1,p02,-1.192093E-07,-100,-2.980232E-08,p02_root,0,-100,0,p02_root,1.192093E-07,0,2.980232E-08,1.228781E-07,True
12,Angled90,P2,1,p11,-1.192093E-07,-100,-2.980232E-08,p11_root,0,-100,0,p11_root,1.192093E-07,0,2.980232E-08,1.228781E-07,True
12,Angled90,P2,1,p22,-1.192093E-07,-100,-2.980232E-08,p22_root,0,-100,0,p22_root,1.192093E-07,0,2.980232E-08,1.228781E-07,True
12,Angled90,P2,1,p03,-1.192093E-07,-100,-2.980232E-08,p03_root,0,-100,0,p03_root,1.192093E-07,0,2.980232E-08,1.228781E-07,True
12,Angled90,P1,2,p19,0.252,0.691,-0.04300001,p19_root,0.2473018,0.6925683,-0.04534706,p19_root,-0.004698247,0.001568317,-0.002347052,0.00548104,True
12,Angled90,P1,2,p06,-0.198,0.691,-0.133,p06_root,-0.2013898,0.6916001,-0.1316733,p06_root,-0.003389761,0.0006000996,0.00132674,0.003689287,True
12,Angled90,P1,2,p23,-0.01800001,0.601,-0.223,p23_root,-0.01446228,0.6004419,-0.2234176,p23_root,0.003537729,-0.0005580187,-0.0004176348,0.003605736,True
12,Angled90,P1,2,p25,-0.108,0.601,-0.133,p25_root,-0.1107622,0.6033481,-0.1330717,p25_root,-0.002762243,0.002348185,-7.167459E-05,0.003626168,True
12,Angled90,P1,2,p05,0.252,0.421,-0.133,p05_root,0.2467595,0.4214556,-0.1265376,p05_root,-0.00524053,0.0004556179,0.00646244,0.008332699,True
12,Angled90,P1,2,p20,-0.01800001,0.691,-0.04300001,p20_root,-0.01676458,0.6982756,-0.04728356,p20_root,0.001235422,0.007275581,-0.004283547,0.008532827,True
12,Angled90,P1,2,p26,-0.198,0.691,-0.133,p26_root,-0.1940826,0.689095,-0.1334362,p26_root,0.003917426,-0.001904964,-0.0004361868,0.004377828,True
12,Angled90,P1,2,p10,0.072,0.421,-0.133,p10_root,0.07093932,0.4288611,-0.13541,p10_root,-0.001060672,0.007861137,-0.00241001,0.008290395,True
12,Angled90,P1,2,p09,0.162,0.704,-0.133,p09_root,0.1668761,0.709039,-0.1291766,p09_root,0.004876107,0.005038977,0.0038234,0.007986619,True
12,Angled90,P1,2,p27,-0.22,0.601,-0.223,p27_root,-0.2236283,0.6023092,-0.2206077,p27_root,-0.003628284,0.001309276,0.002392277,0.004538903,True
12,Angled90,P1,2,p18,-0.108,0.511,-0.133,p18_root,-0.1097897,0.5086208,-0.1337241,p18_root,-0.001789704,-0.002379239,-0.0007240921,0.003064005,True
12,Angled90,P1,2,p15,-0.198,0.601,-0.04300001,p15_root,-0.1972604,0.605633,-0.04510581,p15_root,0.0007396191,0.004633069,-0.002105802,0.005142642,True
12,Angled90,P2,3,p10,0.322,0.511,0.339,p10_root,0.3279316,0.5385637,0.3327191,p10_root,0.005931556,0.02756369,-0.006280899,0.02888581,True
12,Angled90,P2,3,p22,0.502,0.4261,0.429,p22_root,0.5327538,0.4427239,0.4333274,p22_root,0.03075385,0.01662394,0.004327416,0.03522615,True
12,Angled90,P2,3,p23,0.502,0.601,0.429,p23_root,0.5057677,0.6071911,0.4326362,p23_root,0.003767729,0.006191134,0.003636241,0.008108525,True
12,Angled90,P2,3,p25,0.322,0.511,0.06899995,p25_root,0.3463103,0.5418375,0.06945565,p25_root,0.02431029,0.03083742,0.0004557073,0.03927014,True
12,Angled90,P2,3,p24,0.502,0.511,0.159,p24_root,0.5146068,0.534435,0.1705176,p24_root,0.01260674,0.023435,0.01151758,0.02899627,True
12,Angled90,P2,3,p16,0.412,0.811,0.429,p16_root,0.4457242,0.7910553,0.4304083,p16_root,0.03372419,-0.01994467,0.001408279,0.03920579,True
12,Angled90,P2,3,p27,0.502,0.601,0.2345,p27_root,0.5080529,0.6127986,0.2361704,p27_root,0.006052852,0.01179862,0.00167042,0.01336543,True
12,Angled90,P2,3,p18,0.412,0.421,0.1626,p18_root,0.4153495,0.4208807,0.1738707,p18_root,0.003349483,-0.0001192689,0.01127064,0.01175843,True
12,Angled90,P2,3,p07,0.412,0.601,0.06899995,p07_root,0.4247705,0.6117004,0.07677215,p07_root,0.01277044,0.01070046,0.007772207,0.01838454,True
12,Angled90,P2,3,p21,0.322,0.511,0.1589999,p21_root,0.3261054,0.5051467,0.170761,p21_root,0.004105389,-0.005853355,0.01176101,0.01376362,True
12,Angled90,P2,3,p19,0.412,0.511,0.429,p19_root,0.4236061,0.5090757,0.3997686,p19_root,0.0116061,-0.001924336,-0.02923143,0.03151001,True
12,Angled90,P2,3,p03,0.322,0.601,0.1589999,p03_root,0.3295649,0.6119753,0.162669,p03_root,0.007564843,0.01097536,0.003669083,0.01382561,True
