1,P1,FaceToFaceNoIntersect,82.79035,0,False,ViolationP2,0,0.471,-0.372,0,0,0,-0.009887233,0.7097703,-0.4324251,19.72807,357.2243,356.6781,0.3396536,0.340241,-0.09454143,45.50436,55.06699,164.0958-0.2990296,0.3484521,-0.09479055,13.53695,320.972,319.6198
1,P1,FaceToFaceNoIntersect,82.80907,0,False,ViolationP2,0,0.471,-0.372,0,0,0,-0.009913781,0.709919,-0.432412,19.66812,357.1865,356.7371,0.339679,0.3403235,-0.0944843,45.50888,55.06327,164.0899-0.2988891,0.3484354,-0.09474671,13.54223,320.9716,319.6264
1,P1,FaceToFaceNoIntersect,82.83823,0,False,ViolationP2,0,0.471,-0.372,0,0,0,-0.01016482,0.7101238,-0.4324892,19.60149,356.9458,356.7889,0.3396546,0.3403672,-0.09441894,45.51038,55.06993,164.0985-0.2988773,0.3484557,-0.09479687,13.5401,320.9708,319.6211
1,P1,FaceToFaceNoIntersect,82.86517,0,False,ViolationP2,0,0.471,-0.372,0,0,0,-0.01023532,0.7100981,-0.4324185,19.61209,356.8691,356.8075,0.3396291,0.3403826,-0.09438506,45.51081,55.07834,164.1118-0.2988977,0.3484594,-0.09488437,13.54105,320.9705,319.6241
1,P1,FaceToFaceNoIntersect,82.87887,0,False,ViolationP2,0,0.471,-0.372,0,0,0,-0.0102424,0.7100936,-0.4323783,19.61915,356.8575,356.8397,0.3396156,0.3403882,-0.09438312,45.50887,55.07383,164.1069-0.2988883,0.3484549,-0.0949178,13.53999,320.9678,319.6227
1,P1,FaceToFaceNoIntersect,82.89411,0,False,ViolationP2,0,0.471,-0.372,0,0,0,-0.01024615,0.7100725,-0.4323196,19.64686,356.8328,356.8182,0.3396001,0.3403912,-0.0943661,45.50734,55.06056,164.0873-0.2988913,0.3484532,-0.09495905,13.53902,320.967,319.6236
1,P1,FaceToFaceNoIntersect,82.90826,0,False,ViolationP2,0,0.471,-0.372,0,0,0,-0.01025661,0.7100334,-0.432276,19.63634,356.8331,356.8049,0.3395877,0.3404117,-0.09436122,45.50634,55.05117,164.0745-0.2988646,0.3484652,-0.09497219,13.54037,320.9658,319.6246
1,P1,FaceToFaceNoIntersect,82.92286,0,False,ViolationP2,0,0.471,-0.372,0,0,0,-0.01027091,0.7100003,-0.4322675,19.6678,356.8137,356.7879,0.3395721,0.3404274,-0.09434,45.50743,55.05445,164.0785-0.2988283,0.3484816,-0.09498367,13.54101,320.9646,319.6233
1,P1,FaceToFaceNoIntersect,82.93746,0,False,ViolationP2,0,0.471,-0.372,0,0,0,-0.01025601,0.7099605,-0.4322822,19.69176,356.7878,356.7976,0.3395593,0.3404228,-0.09429246,45.5113,55.06918,164.1018-0.2987963,0.3484866,-0.09497169,13.54094,320.9646,319.6234
1,P1,FaceToFaceNoIntersect,82.95145,0,False,ViolationP2,0,0.471,-0.372,0,0,0,-0.01022572,0.7099448,-0.4322876,19.71618,356.7816,356.8146,0.3395529,0.3404376,-0.09429619,45.5135,55.08282,164.1206-0.2987962,0.3484866,-0.09497163,13.54103,320.9644,319.6231
1,P1,FaceToFaceNoIntersect,82.96527,0,False,ViolationP2,0,0.471,-0.372,0,0,0,-0.01017083,0.7099051,-0.4323262,19.75433,356.7885,356.8329,0.3395489,0.340455,-0.09430805,45.51476,55.08724,164.1272-0.2987963,0.3484866,-0.09497169,13.54096,320.9646,319.6234
1,P1,FaceToFaceNoIntersect,82.99396,0,False,ViolationP2,0,0.471,-0.372,0,0,0,-0.01003325,0.7098064,-0.4324451,19.81177,356.809,356.8926,0.3395408,0.3404711,-0.09429762,45.51083,55.05762,164.0877-0.2987962,0.3484866,-0.09497169,13.54089,320.9647,319.6233
1,P1,FaceToFaceNoIntersect,83.00733,0,False,ViolationP2,0,0.471,-0.372,0,0,0,-0.009967264,0.7097106,-0.4325927,19.89418,356.791,356.9275,0.3395352,0.3404897,-0.09431848,45.51174,55.05045,164.0764-0.2987963,0.3484866,-0.09497172,13.54091,320.9646,319.6234
1,P1,FaceToFaceNoIntersect,83.02177,0,False,ViolationP2,0,0.471,-0.372,0,0,0,-0.009943858,0.7096385,-0.4327276,19.93366,356.7731,356.9263,0.339531,0.3404967,-0.09431002,45.51249,55.05035,164.0776-0.2987963,0.3484866,-0.09497175,13.54092,320.9646,319.6235
1,P1,FaceToFaceNoIntersect,83.03579,0,False,ViolationP2,0,0.471,-0.372,0,0,0,-0.009900082,0.709578,-0.4328172,19.95329,356.7638,356.9516,0.3395248,0.3405149,-0.09431678,45.51648,55.06827,164.1009-0.2987963,0.3484866,-0.09497178,13.54084,320.9647,319.6236
1,P1,FaceToFaceNoIntersect,83.04935,0,False,ViolationP2,0,0.471,-0.372,0,0,0,-0.009983283,0.7096601,-0.4327727,20.01123,356.6997,356.7816,0.3395166,0.3405352,-0.09433612,45.51792,55.08623,164.1243-0.2987963,0.3484866,-0.09497169,13.54092,320.9646,319.6234
1,P1,FaceToFaceNoIntersect,83.0636,0,False,ViolationP2,0,0.471,-0.372,0,0,0,-0.009818816,0.7095678,-0.4328038,19.99376,356.6939,357.0282,0.339512,0.3405347,-0.09432077,45.51861,55.09201,164.133-0.2987963,0.3484866,-0.09497169,13.54096,320.9646,319.6234
1,P1,FaceToFaceNoIntersect,83.07749,0,False,ViolationP2,0,0.471,-0.372,0,0,0,-0.009677447,0.709501,-0.432784,20.00437,356.7756,356.9916,0.3394999,0.3405558,-0.0943397,45.51773,55.08794,164.1268-0.2987963,0.3484866,-0.09497172,13.54086,320.9647,319.6234
1,P1,FaceToFaceNoIntersect,83.09138,0,False,ViolationP2,0,0.471,-0.372,0,0,0,-0.009608377,0.7094667,-0.4327798,20.01159,356.7847,356.938,0.3394879,0.340573,-0.09435406,45.51376,55.0724,164.1056-0.2987963,0.3484866,-0.09497169,13.54102,320.9646,319.6234
1,P1,FaceToFaceNoIntersect,83.11868,0,False,ViolationP2,0,0.471,-0.372,0,0,0,-0.009484097,0.7094973,-0.432769,20.00978,356.8361,356.9342,0.3394712,0.3406241,-0.09442267,45.51185,55.05322,164.0817-0.2987963,0.3484866,-0.09497172,13.54099,320.9645,319.6235
1,P1,FaceToFaceNoIntersect,83.13265,0,False,ViolationP2,0,0.471,-0.372,0,0,0,-0.009295904,0.7095094,-0.4327822,20.00862,356.8745,356.9396,0.3394627,0.3406374,-0.09443125,45.51288,55.05998,164.09-0.2987963,0.3484866,-0.09497169,13.54092,320.9646,319.6234
1,P1,FaceToFaceNoIntersect,83.14638,0,False,ViolationP2,0,0.471,-0.372,0,0,0,-0.009199351,0.7095565,-0.4328081,20.02164,356.8885,356.942,0.3394387,0.3406443,-0.09443578,45.51561,55.07747,164.1108-0.2987963,0.3484866,-0.09497178,13.54075,320.9646,319.6235
1,P1,FaceToFaceNoIntersect,83.16092,0,False,ViolationP2,0,0.471,-0.372,0,0,0,-0.009109639,0.7095956,-0.4328526,20.02386,356.9113,356.9384,0.3394022,0.3406747,-0.09448895,45.51735,55.08807,164.1267-0.2987963,0.3484866,-0.09497169,13.54095,320.9645,319.6233
