UserId,collaborationType,dominantPlayer,currentTask,NameBlueprintObj,blueprintPosX,blueprintPosY,blueprintPosZ,NameUserPlacedObj,UserPlacedPosX,UserPlacedPosY,UserPlacedPosZ,AbsoluteDistance,RelativeDistanceX,RelativeDistanceY,RelativeDistanceZ,correctObject
1,FaceToFaceNoIntersect,P1,2,part3,0.162,0.421,-0.223,part3_root(Clone)1.61769,0.5727009,-0.1343053,part3_root(Clone),1.45569,0.1517009,0.08869474,1.466259,True
1,FaceToFaceNoIntersect,P1,2,part4,-0.01799999,0.421,-0.133,part4_root(Clone)1.464542,0.7048109,0.9337091,part4_root(Clone),1.482542,0.2838109,1.066709,1.848337,True
1,FaceToFaceNoIntersect,P1,2,part5,0.072,0.511,-0.133,part5_root(Clone)-1.180282,0.5604998,-1.389881,part5_root(Clone),-1.252283,0.04949981,-1.256881,1.77494,True
1,FaceToFaceNoIntersect,P1,2,part6,0.252,0.691,-0.133,part6_root(Clone)-1.743564,0.6034398,-1.35236,part6_root(Clone),-1.995564,-0.08756018,-1.21936,2.340252,True
1,FaceToFaceNoIntersect,P1,2,part7,-0.108,0.511,-0.133,part7_root(Clone)1.389746,0.6294667,0.4073294,part7_root(Clone),1.497746,0.1184666,0.5403294,1.596632,True
1,FaceToFaceNoIntersect,P1,2,part8,0.252,0.511,-0.04300001,part8_root(Clone)-0.9704119,0.4860191,0.8336027,part8_root(Clone),-1.222412,-0.0249809,0.8766026,1.504442,True
1,FaceToFaceNoIntersect,P1,2,part9,0.162,0.511,-0.04300001,part9_root(Clone)-1.435686,0.5233731,-0.9257528,part9_root(Clone),-1.597686,0.01237309,-0.8827528,1.825379,True
1,FaceToFaceNoIntersect,P1,2,part10,0.162,0.691,-0.04300001,part10_root(Clone)-0.6239216,0.6005269,1.279039,part10_root(Clone),-0.7859216,-0.09047306,1.322039,1.540663,True
1,FaceToFaceNoIntersect,P1,2,part11,-0.198,0.511,-0.04300001,part11_root(Clone)1.730162,0.5005192,0.2251029,part11_root(Clone),1.928162,-0.01048082,0.2681029,1.94674,True
1,FaceToFaceNoIntersect,P1,2,part12,-0.198,0.601,-0.04300001,part12_root(Clone)-1.481117,0.5155231,-0.6431909,part12_root(Clone),-1.283117,-0.08547688,-0.6001909,1.419128,True
