userId,collabType,currentTask,bPart,distance,timeElapsed
8,FaceToFaceNoIntersect,2,leftHandP2,0.3517036,0.4595337
8,FaceToFaceNoIntersect,2,leftHandP2,0.5250641,0.6557617
8,FaceToFaceNoIntersect,2,leftHandP2,0.4794177,0.4319763
8,FaceToFaceNoIntersect,2,rightHandP2,0.5044761,0.9750977
8,FaceToFaceNoIntersect,2,leftHandP2,0.3433029,0.2784882
8,FaceToFaceNoIntersect,2,leftHandP2,0.5389702,0.8487244
8,FaceToFaceNoIntersect,2,leftHandP2,0.4932677,0.8080902
8,FaceToFaceNoIntersect,2,HeadP2,0.4954937,1.740646
8,FaceToFaceNoIntersect,2,rightHandP2,0.7780873,2.882202
8,FaceToFaceNoIntersect,2,rightHandP2,0.4875824,1.739822
8,FaceToFaceNoIntersect,2,HeadP2,0.4944991,0.2641754
8,FaceToFaceNoIntersect,2,leftHandP2,0.3376932,1.684708
8,FaceToFaceNoIntersect,2,leftHandP2,0.4168198,1.698593
8,FaceToFaceNoIntersect,2,leftHandP2,0.4298196,1.085587
8,FaceToFaceNoIntersect,2,leftHandP2,0.4627825,0.3760223
7,FaceToFaceNoIntersect,2,rightHandP1,0.5355184,0.7522888
8,FaceToFaceNoIntersect,2,leftHandP2,0.4992675,0.3205109
8,FaceToFaceNoIntersect,2,leftHandP2,0.3858376,0.2230682
8,FaceToFaceNoIntersect,2,rightHandP2,0.4912606,0.8066711
8,FaceToFaceNoIntersect,2,rightHandP2,0.562553,2.158356
8,FaceToFaceNoIntersect,2,HeadP2,0.5035124,1.837708
8,FaceToFaceNoIntersect,2,leftHandP2,0.3863449,2.631454
8,FaceToFaceNoIntersect,2,leftHandP2,0.4974205,0.4034729
8,FaceToFaceNoIntersect,2,leftHandP2,0.5332195,0.8353271
8,FaceToFaceNoIntersect,2,HeadP2,0.5593221,1.838074
8,FaceToFaceNoIntersect,2,rightHandP2,0.6616794,2.492386
8,FaceToFaceNoIntersect,2,leftHandP2,0.5237233,0.4453125
7,FaceToFaceNoIntersect,2,rightHandP1,0.4177945,0.1670532
7,FaceToFaceNoIntersect,2,rightHandP1,0.3738989,0.02734375
8,FaceToFaceNoIntersect,2,rightHandP2,0.4980534,2.130432
8,FaceToFaceNoIntersect,2,leftHandP2,0.4971928,0.5279541
8,FaceToFaceNoIntersect,2,leftHandP2,0.4477499,0.9473267
8,FaceToFaceNoIntersect,2,HeadP2,0.4803042,1.837311
8,FaceToFaceNoIntersect,2,rightHandP2,0.5719047,2.144196
8,FaceToFaceNoIntersect,2,rightHandP2,0.3525792,0.06930542
8,FaceToFaceNoIntersect,2,leftHandP2,0.3348272,1.614594
8,FaceToFaceNoIntersect,2,rightHandP2,0.4451932,1.459534
7,FaceToFaceNoIntersect,2,leftHandP1,0.4967484,0.5011292
8,FaceToFaceNoIntersect,2,leftHandP2,0.4537829,0.4872742
8,FaceToFaceNoIntersect,3,leftHandP2,0.4115544,0.4738159
7,FaceToFaceNoIntersect,3,rightHandP1,0.3842385,0.6963501
7,FaceToFaceNoIntersect,3,rightHandP1,0.3767498,2.060425
8,FaceToFaceNoIntersect,3,leftHandP2,0.3632343,0.2648315
7,FaceToFaceNoIntersect,3,rightHandP1,0.4812159,0.653717
7,FaceToFaceNoIntersect,3,rightHandP1,0.3964886,2.54895
8,FaceToFaceNoIntersect,3,leftHandP2,0.4412702,0.5986023
7,FaceToFaceNoIntersect,3,rightHandP1,0.4930928,0.8762207
7,FaceToFaceNoIntersect,3,rightHandP1,0.4597877,0.5984192
7,FaceToFaceNoIntersect,3,rightHandP1,0.4828189,0.3622437
7,FaceToFaceNoIntersect,3,rightHandP1,0.5965425,2.700134
7,FaceToFaceNoIntersect,3,leftHandP1,0.4212646,3.104736
7,FaceToFaceNoIntersect,3,rightHandP1,0.4183334,0.3068848
7,FaceToFaceNoIntersect,3,leftHandP1,0.4160933,0.2511902
7,FaceToFaceNoIntersect,3,leftHandP1,0.4203528,1.642914
7,FaceToFaceNoIntersect,3,leftHandP1,0.4087508,0.362793
7,FaceToFaceNoIntersect,3,leftHandP1,0.4093437,1.405762
7,FaceToFaceNoIntersect,3,leftHandP1,0.4018045,0.4454651
7,FaceToFaceNoIntersect,3,leftHandP1,0.4333856,0.2230835
7,FaceToFaceNoIntersect,3,leftHandP1,0.4844518,0.4732361
7,FaceToFaceNoIntersect,3,rightHandP1,0.4680217,4.538574
7,FaceToFaceNoIntersect,3,rightHandP1,0.5263039,1.225464
7,FaceToFaceNoIntersect,3,rightHandP1,0.4784061,3.536438
7,FaceToFaceNoIntersect,3,rightHandP1,0.4096647,0.0140686
7,FaceToFaceNoIntersect,3,leftHandP1,0.4614257,32.8143
7,FaceToFaceNoIntersect,3,leftHandP1,0.4386389,0.2228699
7,FaceToFaceNoIntersect,3,rightHandP1,0.4169434,14.79947
