userId,collabType,currentTask,bPart,distance,timeElapsed
17,FacetoFaceIntersect,0,leftHandP1,0.6870388,32.9614
18,FacetoFaceIntersect,0,leftHandP2,0.6401268,32.96096
17,FacetoFaceIntersect,1,rightHandP1,0.3130776,0.1111755
17,FacetoFaceIntersect,1,rightHandP1,0.3122133,0.01292419
17,FacetoFaceIntersect,1,rightHandP1,0.710583,1.113785
17,FacetoFaceIntersect,1,rightHandP1,0.407216,1.726563
17,FacetoFaceIntersect,1,leftHandP1,0.7059125,26.75467
18,FacetoFaceIntersect,1,leftHandP2,0.6401268,26.75467
17,FacetoFaceIntersect,2,rightHandP1,0.3907547,0.8210754
17,FacetoFaceIntersect,2,rightHandP1,0.4356749,0.348465
17,FacetoFaceIntersect,2,leftHandP1,0.6940121,114.421
18,FacetoFaceIntersect,2,leftHandP2,0.622178,114.421
17,FacetoFaceIntersect,3,rightHandP1,0.4424732,2.701019
17,FacetoFaceIntersect,3,rightHandP1,0.4570774,0.3750305
17,FacetoFaceIntersect,3,rightHandP1,0.4054217,2.81134
17,FacetoFaceIntersect,3,rightHandP1,0.4851176,0.8771362
17,FacetoFaceIntersect,3,HeadP1,0.4113298,2.97879
17,FacetoFaceIntersect,3,rightHandP1,0.5273533,3.243042
17,FacetoFaceIntersect,3,rightHandP1,0.4248138,14.06149
17,FacetoFaceIntersect,3,HeadP1,0.4221009,1.099792
17,FacetoFaceIntersect,3,rightHandP1,0.5160506,3.327301
17,FacetoFaceIntersect,3,leftHandP1,0.7383819,164.7649
18,FacetoFaceIntersect,3,leftHandP2,0.5804177,164.7649
