UserId,collaborationType,dominantPlayer,currentTask,NameBlueprintObj,blueprintPosX,blueprintPosY,blueprintPosZ,NameUserPlacedObj,UserPlacedPosX,UserPlacedPosY,UserPlacedPosZ,AbsoluteDistance,RelativeDistanceX,RelativeDistanceY,RelativeDistanceZ,correctObject
9,CoupledView,P1,0,p09,0.162,0.421,-0.133,p09_root,1.05822,0.6082631,0.6071842,p09_root,0.8962201,0.1872632,0.7401842,1.177349,False
9,CoupledView,P1,0,p18,0.072,0.601,-0.04300001,p18_root,0.09513515,0.5477786,-0.1642942,p18_root,0.02313516,-0.05322134,-0.1212942,0.134462,True
9,CoupledView,P1,0,p26,0.162,0.511,-0.133,p26_root,0.1800859,0.5569491,-0.1418139,p26_root,0.01808587,0.0459491,-0.008813873,0.05016077,True
9,CoupledView,P1,0,p20,0,-100,0,p20_root,0,-100,0,p20_root,0,0,0,0,True
9,CoupledView,P1,0,p01,0,-100,0,p01_root,0,-100,0,p01_root,0,0,0,0,True
9,CoupledView,P1,0,p05,0,-100,0,p05_root,0,-100,0,p05_root,0,0,0,0,True
9,CoupledView,P1,0,p11,0,-100,0,p11_root,0,-100,0,p11_root,0,0,0,0,True
9,CoupledView,P1,0,p19,0,-100,0,p19_root,0,-100,0,p19_root,0,0,0,0,True
9,CoupledView,P1,0,p14,0,-100,0,p14_root,0,-100,0,p14_root,0,0,0,0,True
9,CoupledView,P1,0,p23,0,-100,0,p23_root,0,-100,0,p23_root,0,0,0,0,True
9,CoupledView,P1,0,p15,0,-100,0,p15_root,0,-100,0,p15_root,0,0,0,0,True
9,CoupledView,P1,0,p22,0,-100,0,p22_root,0,-100,0,p22_root,0,0,0,0,True
9,CoupledView,P2,1,p10,0.072,0.511,-0.04300001,p10_root,0.04504461,0.4871366,-0.04200256,p10_root,-0.02695538,-0.02386346,0.0009974539,0.03601462,True
9,CoupledView,P2,1,p23,0.162,0.4261,-0.223,p23_root,0.1463172,0.4551176,-0.1801478,p23_root,-0.01568277,0.02901766,0.04285225,0.0540767,True
9,CoupledView,P2,1,p18,0.162,0.601,-0.223,p18_root,-0.2478219,0.6094954,1.243133,p18_root,-0.4098219,0.00849545,1.466133,1.522357,False
9,CoupledView,P2,1,p24,0,-100,0,p24_root,2.883313E-06,-99.98881,2.646446E-05,p24_root,2.883313E-06,0.01119232,2.646446E-05,0.01119235,True
9,CoupledView,P2,1,p08,0,-100,0,p08_root,0,-100,0,p08_root,0,0,0,0,True
9,CoupledView,P2,1,p22,0,-100,0,p22_root,0,-100,0,p22_root,0,0,0,0,True
9,CoupledView,P2,1,p01,0,-100,0,p01_root,0,-100,0,p01_root,0,0,0,0,True
9,CoupledView,P2,1,p13,0,-100,0,p13_root,0,-100,0,p13_root,0,0,0,0,True
9,CoupledView,P2,1,p05,0,-100,0,p05_root,0,-100,0,p05_root,0,0,0,0,True
9,CoupledView,P2,1,p19,0,-100,0,p19_root,0,-100,0,p19_root,0,0,0,0,True
9,CoupledView,P2,1,p07,0,-100,0,p07_root,0,-100,0,p07_root,0,0,0,0,True
9,CoupledView,P2,1,p12,0,-100,0,p12_root,0,-100,0,p12_root,0,0,0,0,True
9,CoupledView,P1,2,p11,-0.108,0.511,-0.133,p11_root,-0.1174681,0.5107864,-0.1279564,p11_root,-0.009468108,-0.0002136827,0.005043581,0.01072979,True
9,CoupledView,P1,2,p10,0.252,0.511,-0.133,p10_root,0.2643349,0.5090352,-0.1438053,p10_root,0.01233494,-0.001964867,-0.01080525,0.0165156,True
9,CoupledView,P1,2,p16,0.162,0.511,-0.04300001,p16_root,0.176953,0.506853,-0.03333968,p16_root,0.01495296,-0.004146993,0.009660333,0.01827869,True
9,CoupledView,P1,2,p04,0.072,0.691,-0.04300001,p04_root,0.06650166,0.6946437,-0.06983721,p04_root,-0.005498335,0.003643751,-0.0268372,0.02763592,True
9,CoupledView,P1,2,p26,0.162,0.601,-0.223,p26_root,0.1680526,0.5976977,-0.2113046,p26_root,0.006052643,-0.003302217,0.01169536,0.01357647,True
9,CoupledView,P1,2,p03,0.252,0.601,-0.133,p03_root,-0.4987395,0.7189031,1.190726,p03_root,-0.7507395,0.1179031,1.323726,1.526356,False
9,CoupledView,P1,2,p24,0.162,0.601,-0.223,p24_root,-0.2522471,0.5409929,1.417652,p24_root,-0.4142471,-0.0600071,1.640652,1.693204,False
9,CoupledView,P1,2,p19,-0.114,0.421,-0.133,p19_root,-0.1146971,0.4269483,-0.1390095,p19_root,-0.0006971359,0.005948335,-0.006009504,0.008484269,True
9,CoupledView,P1,2,p06,0.162,0.421,-0.04300001,p06_root,0.1513736,0.4220421,-0.03914663,p06_root,-0.01062636,0.001042157,0.003853381,0.0113514,True
9,CoupledView,P1,2,p08,-0.198,0.421,-0.04300001,p08_root,-0.1934943,0.4190375,-0.04960844,p08_root,0.004505664,-0.001962453,-0.006608427,0.008235505,True
9,CoupledView,P1,2,p23,-0.08374003,0.4392349,-0.1498854,p23_root,-0.0685567,0.4297093,-0.1454896,p23_root,0.01518333,-0.009525597,0.004395828,0.01845518,True
9,CoupledView,P1,2,p15,0.072,0.511,-0.133,p15_root,0.07998301,0.5012496,-0.1358153,p15_root,0.007983014,-0.009750426,-0.002815336,0.01291222,True
9,CoupledView,P2,3,p14,0.162,0.421,-0.133,p14_root,0.1804502,0.4310467,-0.1555943,p14_root,0.01845019,0.01004669,-0.02259429,0.03085202,True
9,CoupledView,P2,3,p22,0.072,0.601,-0.04300001,p22_root,0.07384796,0.5666143,-0.04619172,p22_root,0.00184796,-0.03438568,-0.00319171,0.0345829,True
9,CoupledView,P2,3,p23,0.162,0.511,-0.133,p23_root,0.2746472,0.5343492,0.06303272,p23_root,0.1126472,0.02334917,0.1960327,0.2272958,True
9,CoupledView,P2,3,p08,0.162,0.911,-0.133,p08_root,-0.3003382,0.4861633,0.9197216,p08_root,-0.4623382,-0.4248368,1.052722,1.225751,False
9,CoupledView,P2,3,p18,0.252,0.511,-0.04300001,p18_root,-1.46566,0.5129916,0.3048818,p18_root,-1.71766,0.00199157,0.3478818,1.752536,False
9,CoupledView,P2,3,p15,-0.108,0.691,-0.133,p15_root,-0.1094923,0.6525596,-0.1581603,p15_root,-0.001492299,-0.03844035,-0.02516028,0.04596659,True
9,CoupledView,P2,3,p17,-0.01800001,0.603,-0.223,p17_root,-0.02737784,0.5441885,-0.2316433,p17_root,-0.00937783,-0.05881155,-0.008643344,0.06017848,True
9,CoupledView,P2,3,p05,0.162,0.601,-0.223,p05_root,0.1577217,0.5390005,-0.206964,p05_root,-0.004278317,-0.06199944,0.01603597,0.06418245,True
9,CoupledView,P2,3,p20,-0.01800001,0.691,-0.223,p20_root,-1.339615,2.324794,1.839523,p20_root,-1.321615,1.633794,2.062523,2.944478,False
9,CoupledView,P2,3,p11,-0.01800001,0.421,-0.223,p11_root,0.01476452,0.4060486,-0.1867181,p11_root,0.03276452,-0.01495141,0.0362819,0.05112176,True
9,CoupledView,P2,3,p02,0.252,0.691,-0.223,p02_root,-1.429593,0.5484294,0.4519028,p02_root,-1.681593,-0.1425706,0.6749028,1.817574,False
9,CoupledView,P2,3,p21,0.06900001,0.421,-0.223,p21_root,0.0515353,0.4165515,-0.2183982,p21_root,-0.01746471,-0.004448473,0.004601792,0.01860058,True
