UserId,collaborationType,dominantPlayer,currentTask,NameBlueprintObj,blueprintPosX,blueprintPosY,blueprintPosZ,NameUserPlacedObj,UserPlacedPosX,UserPlacedPosY,UserPlacedPosZ,AbsoluteDistance,RelativeDistanceX,RelativeDistanceY,RelativeDistanceZ,correctObject
5,CoupledView,P1,0,p18,0.162,0.511,-0.133,p18_root,0.1607434,0.5102132,-0.1313737,p18_root,-0.001256555,-0.0007868409,0.001626283,0.002200647,True
5,CoupledView,P1,0,p07,-0.108,0.601,-0.223,p07_root,-0.1069412,0.6154456,-0.2245608,p07_root,0.001058809,0.01444566,-0.001560748,0.01456826,True
5,CoupledView,P1,0,p03,-0.108,0.421,-0.04300001,p03_root,-0.1017719,0.4383587,-0.04911941,p03_root,0.006228119,0.01735872,-0.0061194,0.01943095,True
5,CoupledView,P1,0,p23,0,-100,0,p23_root,0,-100,0,p23_root,0,0,0,0,True
5,CoupledView,P1,0,p24,0,-100,0,p24_root,0,-100,0,p24_root,0,0,0,0,True
5,CoupledView,P1,0,p01,0,-100,0,p01_root,0,-100,0,p01_root,0,0,0,0,True
5,CoupledView,P1,0,p13,0,-100,0,p13_root,0,-100,0,p13_root,0,0,0,0,True
5,CoupledView,P1,0,p08,0,-100,0,p08_root,0,-100,0,p08_root,0,0,0,0,True
5,CoupledView,P1,0,p11,0,-100,0,p11_root,0,-100,0,p11_root,0,0,0,0,True
5,CoupledView,P1,0,p17,0,-100,0,p17_root,0,-100,0,p17_root,0,0,0,0,True
5,CoupledView,P1,0,p22,0,-100,0,p22_root,0,-100,0,p22_root,0,0,0,0,True
5,CoupledView,P1,0,p05,0,-100,0,p05_root,0,-100,0,p05_root,0,0,0,0,True
5,CoupledView,P2,1,p17,-0.108,1.111,-0.223,p17_root,-0.1141779,1.118202,-0.2241652,p17_root,-0.006177947,0.007201672,-0.001165166,0.009559745,True
5,CoupledView,P2,1,p13,-0.198,1.291,-0.223,p13_root,-0.1821897,1.286006,-0.2274722,p13_root,0.01581031,-0.004993796,-0.004472211,0.01717279,True
5,CoupledView,P2,1,p01,0.266,1.111,-0.133,p01_root,0.2641956,1.107946,-0.1330702,p01_root,-0.001804411,-0.00305438,-7.015467E-05,0.003548248,True
5,CoupledView,P2,1,p18,0,-100,0,p18_root,0,-100,0,p18_root,0,0,0,0,True
5,CoupledView,P2,1,p20,0,-100,0,p20_root,0,-100,0,p20_root,0,0,0,0,True
5,CoupledView,P2,1,p27,0,-100,0,p27_root,0,-100,0,p27_root,0,0,0,0,True
5,CoupledView,P2,1,p14,0,-100,0,p14_root,0,-100,0,p14_root,0,0,0,0,True
5,CoupledView,P2,1,p24,0,-100,0,p24_root,0,-100,0,p24_root,0,0,0,0,True
5,CoupledView,P2,1,p15,0,-100,0,p15_root,0,-100,0,p15_root,0,0,0,0,True
5,CoupledView,P2,1,p21,0,-100,0,p21_root,0,-100,0,p21_root,0,0,0,0,True
5,CoupledView,P2,1,p04,0,-100,0,p04_root,0,-100,0,p04_root,0,0,0,0,True
5,CoupledView,P2,1,p02,0,-100,0,p02_root,0,-100,0,p02_root,0,0,0,0,True
5,CoupledView,P1,2,p21,0.162,0.437,-0.223,p21_root,0.162655,0.4326678,-0.2246167,p21_root,0.0006550252,-0.004332215,-0.001616687,0.004670205,True
5,CoupledView,P1,2,p19,0.072,0.511,-0.133,p19_root,0.07228261,0.5122131,-0.1353802,p19_root,0.0002826154,0.001213014,-0.002380207,0.002686384,True
5,CoupledView,P1,2,p03,0.072,0.601,-0.223,p03_root,0.0770983,0.601759,-0.2205486,p03_root,0.005098298,0.0007590055,0.00245136,0.005707705,True
5,CoupledView,P1,2,p14,0.072,0.691,-0.04300001,p14_root,0.0711547,0.6857109,-0.04335165,p14_root,-0.0008452982,-0.005289078,-0.0003516376,0.00536773,True
5,CoupledView,P1,2,p17,0.162,0.601,-0.223,p17_root,0.1611157,0.599755,-0.2176559,p17_root,-0.0008842945,-0.001244903,0.005344152,0.005558033,True
5,CoupledView,P1,2,p04,0.252,0.511,-0.04300001,p04_root,0.2544321,0.504181,-0.03800291,p04_root,0.002432138,-0.006819069,0.004997104,0.008796934,True
5,CoupledView,P1,2,p07,-0.01800001,0.691,-0.04300001,p07_root,-0.01746936,0.6895357,-0.03713509,p07_root,0.0005306471,-0.001464248,0.005864918,0.006068185,True
5,CoupledView,P1,2,p18,0.162,0.511,-0.133,p18_root,0.15994,0.5127036,-0.1342424,p18_root,-0.002059996,0.00170356,-0.001242414,0.002947761,True
5,CoupledView,P1,2,p10,0.252,0.601,-0.04300001,p10_root,0.254156,0.5963341,-0.04514298,p10_root,0.002155989,-0.004665852,-0.002142966,0.005568731,True
5,CoupledView,P1,2,p11,-0.108,0.421,-0.04300001,p11_root,-0.107375,0.4250698,-0.03839666,p11_root,0.0006249771,0.004069805,0.004603356,0.006176148,True
5,CoupledView,P1,2,p01,-0.198,0.691,-0.133,p01_root,-0.1962346,0.6890322,-0.1360973,p01_root,0.00176543,-0.001967788,-0.003097266,0.004072099,True
5,CoupledView,P1,2,p12,0.162,0.911,-0.133,p12_root,0.159954,0.9127574,-0.1374866,p12_root,-0.002045959,0.001757383,-0.004486576,0.005234855,True
