userId,collabType,currentTask,bPart,distance,timeElapsed
16,SideBySide,0,rightHandP2,0.366249,0.5989914
15,SideBySide,0,leftHandP1,0.5605546,55.01431
16,SideBySide,0,leftHandP2,0.6754488,55.01384
15,SideBySide,1,rightHandP1,0.4549066,0.96035
15,SideBySide,1,rightHandP1,0.3541261,0.3206406
15,SideBySide,1,rightHandP1,0.4073536,0.7234344
15,SideBySide,1,rightHandP1,0.3975588,0.4589081
15,SideBySide,1,leftHandP1,0.5605546,38.93581
16,SideBySide,1,leftHandP2,0.6754273,38.93581
16,SideBySide,2,rightHandP2,0.4724812,0.7796631
16,SideBySide,2,rightHandP2,0.4525025,0.4594574
16,SideBySide,2,rightHandP2,0.4368025,1.100571
16,SideBySide,2,rightHandP2,0.4336838,0.417511
16,SideBySide,2,rightHandP2,0.4771866,0.8224487
15,SideBySide,2,rightHandP1,0.4178039,0.2230072
16,SideBySide,2,rightHandP2,0.4238359,0.4036407
16,SideBySide,2,rightHandP2,0.4349212,0.5295715
16,SideBySide,2,rightHandP2,0.415072,0.3755646
16,SideBySide,2,rightHandP2,0.4118876,0.5286713
16,SideBySide,2,rightHandP2,0.3850035,0.4597321
16,SideBySide,2,rightHandP2,0.3945517,0.4180298
15,SideBySide,2,rightHandP1,0.4982655,0.8487244
15,SideBySide,2,rightHandP1,0.4112921,0.8212891
15,SideBySide,2,rightHandP1,0.4120031,0.5149841
16,SideBySide,2,rightHandP2,0.51943,0.2366028
15,SideBySide,2,leftHandP1,0.5605546,148.7254
16,SideBySide,2,leftHandP2,0.6346245,148.7254
15,SideBySide,3,rightHandP1,0.4884813,0.7516174
15,SideBySide,3,rightHandP1,0.4309711,0.7097473
15,SideBySide,3,rightHandP1,0.413045,0.6273193
16,SideBySide,3,rightHandP2,0.4179549,0.4164429
15,SideBySide,3,rightHandP1,0.370912,0.1109009
15,SideBySide,3,rightHandP1,0.3643839,0.02761841
16,SideBySide,3,rightHandP2,0.3697757,0.6539001
15,SideBySide,3,rightHandP1,0.4650631,0.4311218
15,SideBySide,3,rightHandP1,0.4893041,0.5428467
15,SideBySide,3,rightHandP1,0.4364337,0.6405334
15,SideBySide,3,rightHandP1,0.6095354,0.9046326
15,SideBySide,3,rightHandP1,0.4308786,0.1115112
15,SideBySide,3,rightHandP1,0.4339217,1.100006
15,SideBySide,3,rightHandP1,0.557048,1.754211
15,SideBySide,3,rightHandP1,0.5594099,0.9740906
15,SideBySide,3,rightHandP1,0.5731142,0.6824951
15,SideBySide,3,rightHandP1,0.5561792,0.6270142
15,SideBySide,3,leftHandP1,0.5605546,133.6205
16,SideBySide,3,leftHandP2,0.6346244,133.6205
