userId,collabType,currentTask,bPart,distance,timeElapsed
13,FaceToFaceNoIntersect,1,HeadP1,0.5182484,1.489044
13,FaceToFaceNoIntersect,1,HeadP1,0.510066,1.239075
13,FaceToFaceNoIntersect,1,HeadP1,0.5115275,0.8071289
13,FaceToFaceNoIntersect,1,HeadP1,0.5052869,1.741608
13,FaceToFaceNoIntersect,1,rightHandP1,0.4302547,0.04238892
13,FaceToFaceNoIntersect,1,HeadP1,0.5073081,0.2640991
13,FaceToFaceNoIntersect,1,leftHandP1,0.4054637,0.3350525
13,FaceToFaceNoIntersect,1,HeadP1,0.5045735,0.1393433
14,FaceToFaceNoIntersect,1,HeadP2,0.5878548,29.43024
13,FaceToFaceNoIntersect,1,HeadP1,0.5091224,2.979248
13,FaceToFaceNoIntersect,1,HeadP1,0.507014,0.2078552
13,FaceToFaceNoIntersect,1,rightHandP1,0.4469273,1.055939
13,FaceToFaceNoIntersect,2,rightHandP1,0.3962766,0.1247864
13,FaceToFaceNoIntersect,2,leftHandP1,0.4045852,7.517792
13,FaceToFaceNoIntersect,2,leftHandP1,0.4232046,0.9321289
13,FaceToFaceNoIntersect,2,leftHandP1,0.4289913,2.033325
14,FaceToFaceNoIntersect,2,HeadP2,0.5383168,0.7515869
13,FaceToFaceNoIntersect,2,rightHandP1,0.4479678,0.5157471
13,FaceToFaceNoIntersect,2,leftHandP1,0.439031,0.3903198
13,FaceToFaceNoIntersect,2,leftHandP1,0.4663366,2.088318
13,FaceToFaceNoIntersect,2,leftHandP1,0.4490309,0.06890869
13,FaceToFaceNoIntersect,2,leftHandP1,0.459601,0.5421753
13,FaceToFaceNoIntersect,3,rightHandP1,0.4418957,1.127869
13,FaceToFaceNoIntersect,3,HeadP1,0.541645,0.4874268
13,FaceToFaceNoIntersect,3,HeadP1,0.5550416,1.154846
13,FaceToFaceNoIntersect,3,HeadP1,0.5764666,1.253784
13,FaceToFaceNoIntersect,3,rightHandP1,0.7022055,1.838135
13,FaceToFaceNoIntersect,3,rightHandP1,0.4741951,1.07135
13,FaceToFaceNoIntersect,3,rightHandP1,0.5972749,1.65625
13,FaceToFaceNoIntersect,3,rightHandP1,0.574549,0.62677
13,FaceToFaceNoIntersect,3,rightHandP1,0.5733914,0.3758545
14,FaceToFaceNoIntersect,3,rightHandP2,0.5644024,0.9748535
13,FaceToFaceNoIntersect,3,rightHandP1,0.5463075,0.06964111
13,FaceToFaceNoIntersect,3,rightHandP1,0.681415,0.8078003
14,FaceToFaceNoIntersect,3,rightHandP2,0.6716413,2.07428
13,FaceToFaceNoIntersect,3,rightHandP1,0.6374346,0.6542358
13,FaceToFaceNoIntersect,3,rightHandP1,0.6697589,1.114441
13,FaceToFaceNoIntersect,3,HeadP1,0.508647,0.1810913
13,FaceToFaceNoIntersect,3,rightHandP1,0.654124,1.670227
13,FaceToFaceNoIntersect,3,rightHandP1,0.6113725,0.4456177
13,FaceToFaceNoIntersect,3,HeadP1,0.5063455,0.6567383
13,FaceToFaceNoIntersect,3,rightHandP1,0.4956365,1.238892
13,FaceToFaceNoIntersect,3,rightHandP1,0.4614319,1.086121
13,FaceToFaceNoIntersect,3,HeadP1,0.5514828,0.5852661
13,FaceToFaceNoIntersect,3,rightHandP1,0.5201384,2.129761
