UserId,collaborationType,dominantPlayer,currentTask,NameBlueprintObj,blueprintPosX,blueprintPosY,blueprintPosZ,NameUserPlacedObj,UserPlacedPosX,UserPlacedPosY,UserPlacedPosZ,AbsoluteDistance,RelativeDistanceX,RelativeDistanceY,RelativeDistanceZ,correctObject
12,FaceToFaceNoIntersect,P1,0,p18,0.162,0.511,-0.133,p18_root,0.1624882,0.5102012,-0.1309166,p18_root,0.0004882216,-0.0007988811,0.002083391,0.002284095,True
12,FaceToFaceNoIntersect,P1,0,p19,-0.108,0.601,-0.223,p19_root,-0.11286,0.6028001,-0.2216641,p19_root,-0.004859984,0.001800179,0.001335949,0.005352088,True
12,FaceToFaceNoIntersect,P1,0,p16,-0.108,0.421,-0.04300001,p16_root,-0.1104708,0.4165864,-0.0408763,p16_root,-0.002470799,-0.004413605,0.002123713,0.005485883,True
12,FaceToFaceNoIntersect,P1,0,p06,0,-100,0,p06_root,0,-100,0,p06_root,0,0,0,0,True
12,FaceToFaceNoIntersect,P1,0,p27,0,-100,0,p27_root,0,-100,0,p27_root,0,0,0,0,True
12,FaceToFaceNoIntersect,P1,0,p08,0,-100,0,p08_root,0,-100,0,p08_root,0,0,0,0,True
12,FaceToFaceNoIntersect,P1,0,p24,0,-100,0,p24_root,0,-100,0,p24_root,0,0,0,0,True
12,FaceToFaceNoIntersect,P1,0,p14,0,-100,0,p14_root,0,-100,0,p14_root,0,0,0,0,True
12,FaceToFaceNoIntersect,P1,0,p25,0,-100,0,p25_root,0,-100,0,p25_root,0,0,0,0,True
12,FaceToFaceNoIntersect,P1,0,p21,0,-100,0,p21_root,0,-100,0,p21_root,0,0,0,0,True
12,FaceToFaceNoIntersect,P1,0,p01,0,-100,0,p01_root,0,-100,0,p01_root,0,0,0,0,True
12,FaceToFaceNoIntersect,P1,0,p22,0,-100,0,p22_root,0,-100,0,p22_root,0,0,0,0,True
12,FaceToFaceNoIntersect,P2,1,p19,-0.252,0.691,0.113,p19_root,-0.2465442,0.6904804,0.1268122,p19_root,0.005455837,-0.0005196333,0.01381221,0.01485979,True
12,FaceToFaceNoIntersect,P2,1,p08,0.198,0.691,0.203,p08_root,0.1721346,0.6841639,0.2341259,p08_root,-0.02586538,-0.006836057,0.0311259,0.04104353,True
12,FaceToFaceNoIntersect,P2,1,p13,0.01799999,0.601,0.293,p13_root,-0.01431989,0.6003562,0.2898349,p13_root,-0.03231988,-0.0006437302,-0.003165007,0.03248086,True
12,FaceToFaceNoIntersect,P2,1,p07,0,-100,0,p07_root,0,-100,0,p07_root,0,0,0,0,True
12,FaceToFaceNoIntersect,P2,1,p26,0,-100,0,p26_root,0,-100,0,p26_root,0,0,0,0,True
12,FaceToFaceNoIntersect,P2,1,p02,0,-100,0,p02_root,0,-100,0,p02_root,0,0,0,0,True
12,FaceToFaceNoIntersect,P2,1,p21,0,-100,0,p21_root,0,-100,0,p21_root,0,0,0,0,True
12,FaceToFaceNoIntersect,P2,1,p04,0,-100,0,p04_root,0,-100,0,p04_root,0,0,0,0,True
12,FaceToFaceNoIntersect,P2,1,p09,0,-100,0,p09_root,0,-100,0,p09_root,0,0,0,0,True
12,FaceToFaceNoIntersect,P2,1,p05,0,-100,0,p05_root,0,-100,0,p05_root,0,0,0,0,True
12,FaceToFaceNoIntersect,P2,1,p25,0,-100,0,p25_root,0,-100,0,p25_root,0,0,0,0,True
12,FaceToFaceNoIntersect,P2,1,p14,0,-100,0,p14_root,0,-100,0,p14_root,0,0,0,0,True
12,FaceToFaceNoIntersect,P1,2,p08,0.252,0.511,-0.223,p08_root,0.2531733,0.5134917,-0.219144,p08_root,0.001173288,0.002491653,0.003856048,0.00473857,True
12,FaceToFaceNoIntersect,P1,2,p16,-0.108,0.421,-0.223,p16_root,-0.1068579,0.4206134,-0.2174342,p16_root,0.001142099,-0.0003865361,0.005565852,0.005694955,True
12,FaceToFaceNoIntersect,P1,2,p12,-0.01800001,0.421,-0.133,p12_root,-0.01274666,0.4207798,-0.1375808,p12_root,0.00525335,-0.0002201498,-0.004580826,0.00697353,True
12,FaceToFaceNoIntersect,P1,2,p11,-0.198,0.421,-0.133,p11_root,-0.1974161,0.4258356,-0.1343263,p11_root,0.0005839169,0.004835665,-0.001326293,0.005048135,True
12,FaceToFaceNoIntersect,P1,2,p17,-0.01800001,0.601,-0.133,p17_root,-0.02193489,0.5998617,-0.1356427,p17_root,-0.003934879,-0.00113821,-0.002642691,0.004874691,True
12,FaceToFaceNoIntersect,P1,2,p10,-0.198,0.511,-0.04300001,p10_root,-0.1951561,0.5131594,-0.04592171,p10_root,0.002843887,0.002159357,-0.0029217,0.004613767,True
12,FaceToFaceNoIntersect,P1,2,p25,0.252,0.601,-0.04300001,p25_root,0.2485061,0.6010544,-0.04386717,p25_root,-0.003493935,5.447865E-05,-0.0008671582,0.003600349,True
12,FaceToFaceNoIntersect,P1,2,p18,0.162,0.601,-0.04300001,p18_root,0.1652505,0.599438,-0.04191852,p18_root,0.003250539,-0.001561999,0.001081496,0.003765034,True
12,FaceToFaceNoIntersect,P1,2,p14,0.072,0.421,-0.04300001,p14_root,0.07484902,0.4248862,-0.04607058,p14_root,0.00284902,0.003886223,-0.003070563,0.005713843,True
12,FaceToFaceNoIntersect,P1,2,p27,-0.108,0.691,-0.04300001,p27_root,-0.1087016,0.6950283,-0.04864925,p27_root,-0.0007016063,0.00402832,-0.005649239,0.006973773,True
12,FaceToFaceNoIntersect,P1,2,p03,0.072,0.601,-0.133,p03_root,0.07436377,0.6011966,-0.1309236,p03_root,0.002363771,0.0001966953,0.002076417,0.003152398,True
12,FaceToFaceNoIntersect,P1,2,p26,-0.108,0.421,-0.223,p26_root,-0.1099204,0.4237634,-0.2183516,p26_root,-0.001920447,0.002763391,0.004648358,0.005738612,True
12,FaceToFaceNoIntersect,P2,3,p10,-0.07200004,0.511,0.113,p10_root,-0.07038371,0.5132949,0.1501285,p10_root,0.001616329,0.002294898,0.03712845,0.0372344,True
12,FaceToFaceNoIntersect,P2,3,p09,-0.162,0.4261,0.293,p09_root,-0.1558195,0.4497088,0.3013322,p09_root,0.00618051,0.0236088,0.008332193,0.02578759,True
12,FaceToFaceNoIntersect,P2,3,p20,-0.162,0.601,0.293,p20_root,-0.1571251,0.6050324,0.3050188,p20_root,0.004874945,0.004032493,0.01201874,0.0135822,True
12,FaceToFaceNoIntersect,P2,3,p23,0.198,0.511,0.113,p23_root,0.1747875,0.4995338,0.1348679,p23_root,-0.02321251,-0.01146626,0.02186796,0.03388958,True
12,FaceToFaceNoIntersect,P2,3,p27,0.108,0.511,0.293,p27_root,0.1007182,0.5132935,0.3078942,p27_root,-0.007281803,0.002293468,0.01489425,0.01673688,True
12,FaceToFaceNoIntersect,P2,3,p21,-0.162,0.811,0.203,p21_root,-0.1571435,0.8097253,0.1876559,p21_root,0.004856557,-0.001274705,-0.01534408,0.01614472,True
12,FaceToFaceNoIntersect,P2,3,p16,0.03249998,0.601,0.293,p16_root,0.02663182,0.598567,0.2971335,p16_root,-0.005868165,-0.002432942,0.004133582,0.007578989,True
12,FaceToFaceNoIntersect,P2,3,p07,0.1044,0.421,0.203,p07_root,0.09970287,0.4140211,0.2102234,p07_root,-0.004697092,-0.006978899,0.007223427,0.01108808,True
12,FaceToFaceNoIntersect,P2,3,p26,0.198,0.601,0.203,p26_root,0.1884708,0.60103,0.2168298,p26_root,-0.009529203,3.004074E-05,0.01382983,0.01679496,True
12,FaceToFaceNoIntersect,P2,3,p04,0.108,0.511,0.113,p04_root,0.1077877,0.5113387,0.1215711,p04_root,-0.0002123043,0.000338614,0.008571088,0.008580402,True
12,FaceToFaceNoIntersect,P2,3,p18,-0.162,0.511,0.203,p18_root,-0.1403546,0.4971522,0.2094054,p18_root,0.0216454,-0.01384783,0.006405413,0.02648235,True
